user_id,phone_number,is_active,accounts.mask,accounts.balances_current,accounts.COUNT(users),accounts.STD(users.phone_number),accounts.COUNT(transactions),accounts.MAX(transactions.amount),accounts.MEAN(transactions.amount),accounts.TIME_SINCE_LAST(transactions.date),accounts.COUNT(monthly_stats),accounts.MAX(monthly_stats.Entertainment),accounts.MAX(monthly_stats.Finance),accounts.MAX(monthly_stats.Fitness),accounts.MAX(monthly_stats.Food),accounts.MAX(monthly_stats.Food and Dining),accounts.MAX(monthly_stats.Friend Activities),accounts.MAX(monthly_stats.Gifts),accounts.MAX(monthly_stats.Groceries),accounts.MAX(monthly_stats.Hobbies),accounts.MAX(monthly_stats.Housing and Utilities),accounts.MAX(monthly_stats.Medical/Dental),accounts.MAX(monthly_stats.Other),accounts.MAX(monthly_stats.Personal Hygiene),accounts.MAX(monthly_stats.Shopping),accounts.MAX(monthly_stats.Subscriptions),accounts.MAX(monthly_stats.Transportation),accounts.MAX(monthly_stats.Travel),accounts.MAX(monthly_stats.avg_transaction_value),accounts.MAX(monthly_stats.total_spend),accounts.MAX(monthly_stats.total_transactions),accounts.MEAN(monthly_stats.Fitness),accounts.MEAN(monthly_stats.Food),accounts.MEAN(monthly_stats.Friend Activities),accounts.MEAN(monthly_stats.Gifts),accounts.MEAN(monthly_stats.Hobbies),accounts.MEAN(monthly_stats.Housing and Utilities),accounts.MEAN(monthly_stats.Medical/Dental),accounts.MEAN(monthly_stats.Personal Hygiene),accounts.MEAN(monthly_stats.Subscriptions),accounts.MEAN(monthly_stats.Transportation),accounts.MEAN(monthly_stats.Travel),accounts.MEAN(monthly_stats.avg_transaction_value),accounts.MEAN(monthly_stats.total_spend),accounts.STD(monthly_stats.Fitness),accounts.STD(monthly_stats.Housing and Utilities),accounts.STD(monthly_stats.Medical/Dental),accounts.STD(monthly_stats.Transportation),accounts.STD(monthly_stats.Travel),accounts.STD(monthly_stats.total_transactions),accounts.SUM(monthly_stats.Entertainment),accounts.SUM(monthly_stats.Food and Dining),accounts.SUM(monthly_stats.Groceries),accounts.SUM(monthly_stats.Housing and Utilities),accounts.SUM(monthly_stats.Medical/Dental),accounts.SUM(monthly_stats.Other),accounts.SUM(monthly_stats.Personal Hygiene),accounts.SUM(monthly_stats.Transportation),accounts.SUM(monthly_stats.Travel),accounts.SUM(monthly_stats.total_spend),accounts.TIME_SINCE_LAST(monthly_stats.month_start_date),accounts.COUNT(all_time_stats),accounts.STD(all_time_stats.avg_transactions_value),accounts.STD(all_time_stats.largest_transaction),accounts.STD(all_time_stats.total_transactions),account_id = 9930706642522650,account_id = 9917427141037396,account_id = 9900112423294341,account_id = 9860410258164577,account_id = 9854565050152785,account_id = 9794651047068781,account_id = 9749369644991904,account_id = 9742732280297836,account_id = 9650043164794435,account_id = 9625783251295911,account_id is unknown,accounts.name = JCB 16 digit,accounts.name = VISA 16 digit,accounts.name = Maestro,accounts.name = Mastercard,accounts.name = American Express,accounts.name = VISA 19 digit,accounts.name = Diners Club / Carte Blanche,accounts.name = VISA 13 digit,accounts.name = Plaid Saving,accounts.name = Plaid Mortgage,accounts.name is unknown,accounts.type = Checking,accounts.type = Savings,accounts.type = credit card credit,accounts.type = CHECKING,accounts.type = SAVINGS,accounts.type = checking depository,accounts.type = savings depository,accounts.type = mortgage loan,accounts.type = student loan,accounts.type = money market depository,accounts.type is unknown,accounts.currency_code = USD,accounts.currency_code = EUR,accounts.currency_code = GBP,accounts.currency_code = CAD,accounts.currency_code = SEK,accounts.currency_code = PLN,accounts.currency_code = NOK,accounts.currency_code = DKK,accounts.currency_code = CZK,accounts.currency_code is unknown,days_since_last,vel_1d,vel_7d,vel_30d,task_segment,top_category,top_merchant,primary_spending_trend,merchant_diversity,new_merchant_count,avg_amt_30d,count_30d
USR592gD,7831789661594,True,1311,9922.81,1,0.0,50,6645.43,369.94440000000003,26352000.0,21,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2322.7,0.0,6.0,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.2857142857142857,0.0,0.23809523809523808,0.2857142857142857,0.23809523809523808,334.40238095238095,0.0,0.30079260375911915,0.30079260375911915,0.4629100498862757,0.560611910581388,0.4364357804719847,1.2835961388299078,0.0,0.0,4.0,2.0,6.0,0.0,0.0,6.0,5.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,4.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Subscriptions,0.06,3.0,121.6225,4.0
USR140si,7475299832033,True,6371,185.36,1,0.0,41,54472.59,1620.7441463414632,26179200.0,22,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,18635.13,0.0,5.0,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.0,0.09090909090909091,0.09090909090909091,0.3181818181818182,0.3181818181818182,0.18181818181818182,0.045454545454545456,0.18181818181818182,1037.7777272727274,0.0,0.35125008665710444,0.29424494316824984,0.7162311170195086,0.21320071635561041,0.39477101697586137,1.0371873387954442,0.0,0.0,2.0,2.0,7.0,0.0,7.0,1.0,4.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,4.0,Single-Tasker,Shopping,Online,Surging in Fitness,0.07,3.0,311.05,4.0
USR596jh,7525546809798,False,6481,5472.21,1,0.0,44,14365.92,504.6093181818182,26697600.0,22,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,14365.92,0.0,4.0,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.0,792.3900000000001,0.0,0.5504818825631803,0.29424494316824984,0.39477101697586137,0.29424494316824984,0.0,0.9258200997725516,0.0,0.0,5.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,3.0,4.0,Healthy Active User,Shopping,Mobile App,Surging in Friend Activities,0.07,3.0,662.5575000000001,4.0
USR691El,645685522621,True,7024,980.22,1,0.0,40,246679.84,6347.749999999999,26179200.0,22,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,49403.71,0.0,5.0,0.3181818181818182,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.22727272727272727,0.13636363636363635,0.09090909090909091,2426.337727272727,0.0,0.4767312946227962,0.21320071635561041,0.29424494316824984,0.3512500866571044,0.29424494316824984,1.0970247050377688,0.0,0.0,4.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,4.0,Consistent Weekly,Shopping,Mobile App,Surging in Friend Activities,0.08,3.0,136.6125,4.0
USR062rU,5859152375058,True,938,3355.82,1,0.0,47,3715.36,359.0955319148936,26352000.0,25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2173.68,0.0,5.0,0.16,0.08,0.12,0.2,0.24,0.16,0.04,0.16,0.0,0.24,0.16,317.4976,0.0,0.3741657386773941,0.3741657386773941,0.19999999999999998,0.43588989435406733,0.37416573867739417,1.0923979738782628,0.0,0.0,7.0,4.0,1.0,0.0,4.0,6.0,4.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,4.0,Consistent Weekly,Housing and Utilities,Online,Surging in Hobbies,0.06,3.0,125.7375,4.0
USR628kq,5350817628037,True,8809,9484.07,1,0.0,57,211350.01,4741.127017543859,25574400.0,24,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,53261.83,0.0,5.0,0.20833333333333334,0.08333333333333333,0.2916666666666667,0.3333333333333333,0.25,0.041666666666666664,0.125,0.041666666666666664,0.2916666666666667,0.041666666666666664,0.25,3050.491666666667,0.0,0.41485111699905336,0.2041241452319315,0.3378319623460881,0.2041241452319315,0.4423258684646914,1.0959411282189109,0.0,0.0,5.0,1.0,3.0,0.0,1.0,1.0,6.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,4.0,Consistent Weekly,Shopping,In-store,Surging in Personal Hygiene,0.05,3.0,665.575,4.0
USR421bB,2507370423777,False,4116,5395.49,1,0.0,46,6251.28,385.41021739130434,29721600.0,17,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4850.16,0.0,5.0,0.17647058823529413,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.23529411764705882,0.11764705882352941,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.23529411764705882,505.52882352941174,0.0,0.39295262399668784,0.562295714538387,0.3321055820775357,0.43723731609760313,0.4372373160976031,1.403776419268438,0.0,0.0,3.0,4.0,2.0,0.0,5.0,4.0,4.0,0.0,31881600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Travel,0.07,3.0,609.41,2.0
USR376hP,3722607134680,True,4505,552.15,1,0.0,53,1997.5,320.52962264150943,25747200.0,25,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1997.5,0.0,4.0,0.16,0.2,0.24,0.12,0.16,0.12,0.08,0.16,0.12,0.28,0.28,348.2276,0.0,0.4725815626252608,0.33166247903553997,0.2768874620972691,0.5416025603090641,0.6782329983125269,0.9712534856222311,0.0,0.0,3.0,3.0,2.0,0.0,4.0,7.0,7.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Fitness,Mobile App,Surging in Personal Hygiene,0.06,3.0,639.77,2.0
USR001YL,175860268683,False,828,2485.8,1,0.0,54,205093.33,3982.4105555555557,26524800.0,22,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,102642.96,0.0,5.0,0.2727272727272727,0.13636363636363635,0.18181818181818182,0.3181818181818182,0.3181818181818182,0.13636363636363635,0.18181818181818182,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.22727272727272727,4868.235,0.0,0.5504818825631803,0.35125008665710444,0.3947710169758614,0.35125008665710444,0.4289320272288885,1.1433981403515168,0.0,0.0,4.0,3.0,4.0,0.0,1.0,3.0,5.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Food,0.06,3.0,435.2533333333334,3.0
USR756hT,6043640663460,False,8886,6414.96,1,0.0,50,325127.03,6657.5744,26697600.0,21,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,109057.82,0.0,6.0,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.23809523809523808,0.19047619047619047,0.047619047619047616,0.3333333333333333,5301.965714285714,0.0,0.30079260375911915,0.35856858280031806,0.21821789023599236,0.21821789023599236,0.6582805886043833,1.2835961388299078,0.0,0.0,7.0,3.0,1.0,0.0,5.0,1.0,7.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Shopping,Online,Surging in Hobbies,0.06,3.0,49.015,2.0
USR148zM,5165275692078,False,3529,835.18,1,0.0,50,6872.4,588.0536,25660800.0,22,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2982.89,0.0,7.0,0.22727272727272727,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.2727272727272727,0.3181818181818182,640.7586363636364,0.0,0.42893202722888857,0.39477101697586137,0.5810872031479765,0.5504818825631803,0.5679003631895497,1.4534628005401833,0.0,0.0,4.0,4.0,8.0,0.0,1.0,6.0,7.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Housing and Utilities,Online,Surging in Groceries,0.06,3.0,249.515,2.0
USR496UB,43798167473,True,8766,937.16,1,0.0,61,6837.61,479.3203278688525,28598400.0,22,0.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2987.62,0.0,6.0,0.13636363636363635,0.3181818181818182,0.36363636363636365,0.18181818181818182,0.4090909090909091,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.18181818181818182,0.13636363636363635,0.18181818181818182,518.4068181818183,0.0,0.3512500866571044,0.42893202722888857,0.42893202722888857,0.35125008665710444,0.5010810823432181,1.5715269548108202,0.0,0.0,3.0,5.0,5.0,0.0,2.0,3.0,4.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,7.0,Consistent Weekly,Housing and Utilities,Online,Surging in Personal Hygiene,0.05,3.0,1193.427142857143,7.0
USR739ei,4448637882952,True,7482,6108.44,1,0.0,45,6673.06,764.2855555555556,26438400.0,19,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,6241.94,0.0,8.0,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.42105263157894735,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.10526315789473684,1033.5678947368422,0.0,0.41885390829169555,0.6924826089821247,0.4775669329409193,0.3746343246326776,0.3153017676423057,1.920952492783766,0.0,0.0,4.0,8.0,6.0,0.0,2.0,3.0,2.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,6.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Shopping,0.07,3.0,429.7166666666667,6.0
USR461nX,709053759647,True,5095,3501.81,1,0.0,49,238038.57,5129.616530612246,25920000.0,23,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,79393.69,0.0,4.0,0.34782608695652173,0.043478260869565216,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.08695652173913043,0.21739130434782608,0.17391304347826086,0.21739130434782608,0.21739130434782608,3660.4904347826086,0.0,0.7140598174697279,0.38755338788158983,0.2881040655200304,0.518434859512082,0.42174116783664994,1.099766414293465,0.0,0.0,1.0,4.0,2.0,0.0,5.0,5.0,5.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,4.0,Single-Tasker,Shopping,Online,Surging in Food,0.06,3.0,1235.6800000000003,4.0
USR313nW,3146734387642,False,8128,4204.18,1,0.0,52,2127.33,342.46211538461534,30499200.0,20,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1393.69,0.0,5.0,0.15,0.25,0.05,0.2,0.1,0.0,0.3,0.4,0.15,0.1,0.3,363.06000000000006,0.0,0.3663475485325232,0.0,0.4701623459816272,0.3077935056255462,0.6569466853317862,0.9947229183096801,0.0,0.0,8.0,0.0,6.0,0.0,8.0,2.0,6.0,0.0,31881600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,3.0,Single-Tasker,Personal Hygiene,Mobile App,Surging in Personal Hygiene,0.06,3.0,711.9766666666666,3.0
USR626gZ,2068232764016,False,8015,4762.86,1,0.0,52,90668.52,2066.7850000000003,26265600.0,22,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,30707.35,0.0,5.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.3181818181818182,0.22727272727272727,0.22727272727272727,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.3181818181818182,0.2727272727272727,1717.2436363636364,0.0,0.5504818825631803,0.4289320272288885,0.35125008665710444,0.4767312946227962,0.4558423058385518,1.0930714500000422,0.0,0.0,4.0,5.0,3.0,0.0,2.0,7.0,6.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,3.0,Single-Tasker,Shopping,Online,Surging in Friend Activities,0.06,3.0,347.18666666666667,3.0
USR746kv,1332152304232,True,5472,7907.84,1,0.0,44,21481.8,742.8318181818181,28339200.0,21,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,21481.8,0.0,5.0,0.19047619047619047,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.19047619047619047,0.23809523809523808,0.2857142857142857,0.19047619047619047,0.23809523809523808,1353.7919047619048,0.0,0.40237390808147827,0.511766315719159,0.40237390808147827,0.4023739080814782,0.5389584311207966,1.13599128098599,0.0,0.0,3.0,4.0,4.0,0.0,5.0,4.0,5.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Hobbies,0.07,3.0,33.086666666666666,3.0
USR632NW,5531144019870,True,8489,9169.96,1,0.0,54,88286.88,1840.292777777778,26006400.0,23,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,44402.96,0.0,5.0,0.08695652173913043,0.08695652173913043,0.21739130434782608,0.30434782608695654,0.13043478260869565,0.30434782608695654,0.043478260869565216,0.34782608695652173,0.17391304347826086,0.17391304347826086,0.21739130434782608,2116.47,0.0,0.2881040655200304,0.5587959953568721,0.20851441405707477,0.38755338788158983,0.42174116783664994,1.4650068461575658,0.0,0.0,4.0,7.0,1.0,0.0,8.0,4.0,5.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,5.0,Single-Tasker,Shopping,Mobile App,Surging in Hobbies,0.06,3.0,321.65,5.0
USR765RD,2155754777443,False,7360,7564.59,1,0.0,55,3978.4,264.2207272727273,26006400.0,20,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1217.74,0.0,6.0,0.15,0.25,0.2,0.05,0.5,0.5,0.15,0.15,0.2,0.3,0.1,225.50750000000002,0.0,0.4893604849295929,0.7608859102526823,0.36634754853252327,0.47016234598162726,0.3077935056255462,1.3717065820970682,0.0,0.0,3.0,10.0,3.0,0.0,3.0,6.0,2.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,3.0,6.0,Healthy Active User,Housing and Utilities,Online,Surging in Gifts,0.05,3.0,236.71666666666667,6.0
USR756uA,9555189879271,True,4041,8678.7,1,0.0,57,3824.22,389.59666666666664,26179200.0,22,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3009.02,0.0,6.0,0.18181818181818182,0.13636363636363635,0.3181818181818182,0.13636363636363635,0.0,0.2727272727272727,0.4090909090909091,0.13636363636363635,0.2727272727272727,0.09090909090909091,0.22727272727272727,364.355,0.0,0.5010810823432182,0.5504818825631803,0.6661253213344647,0.29424494316824984,0.4289320272288885,1.5934117606447613,0.0,0.0,4.0,6.0,9.0,0.0,3.0,2.0,5.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Shopping,In-store,Surging in Housing and Utilities,0.05,3.0,75.025,2.0
USR619km,7580083848968,True,5517,2295.47,1,0.0,51,45856.74,1847.38431372549,28425600.0,21,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,22937.48,0.0,5.0,0.09523809523809523,0.47619047619047616,0.23809523809523808,0.14285714285714285,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.19047619047619047,0.23809523809523808,1791.4052380952382,0.0,0.30079260375911915,0.35856858280031806,0.21821789023599236,0.40237390808147827,0.4364357804719847,1.2071217242444345,0.0,0.0,3.0,3.0,1.0,0.0,1.0,4.0,5.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,3.0,3.0,Healthy Active User,Shopping,Mobile App,Surging in Travel,0.06,3.0,821.6666666666666,3.0
USR040Ko,2117157307530,False,7454,9826.42,1,0.0,43,4421.08,373.50116279069766,26524800.0,20,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2234.02,0.0,5.0,0.25,0.1,0.25,0.15,0.2,0.1,0.05,0.2,0.15,0.05,0.25,414.0745,0.0,0.4442616583193193,0.3077935056255462,0.22360679774997896,0.22360679774997896,0.4442616583193193,1.1821033884786185,0.0,0.0,5.0,2.0,1.0,0.0,4.0,1.0,5.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,3.0,Single-Tasker,Shopping,In-store,Surging in Hobbies,0.07,3.0,23.666666666666668,3.0
USR268Dy,8531071575298,False,8863,1900.34,1,0.0,47,190283.81,4776.465531914893,28598400.0,20,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,63432.31,0.0,4.0,0.15,0.15,0.15,0.15,0.1,0.2,0.15,0.2,0.1,0.05,0.35,3913.017,0.0,0.36634754853252327,0.5231483637805969,0.3663475485325232,0.22360679774997894,0.4893604849295929,1.0399898784932577,0.0,0.0,8.0,4.0,3.0,0.0,4.0,1.0,7.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Shopping,Mobile App,Surging in Gifts,0.06,3.0,161.18,2.0
USR708ic,7075877416037,False,5759,2654.66,1,0.0,61,4108.66,432.47754098360656,25747200.0,22,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2059.15,0.0,8.0,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.22727272727272727,0.3181818181818182,0.13636363636363635,0.3181818181818182,0.18181818181818182,0.4090909090909091,0.18181818181818182,0.09090909090909091,435.6945454545455,0.0,0.39477101697586137,0.35125008665710444,0.5679003631895497,0.39477101697586137,0.29424494316824984,1.743882318599951,0.0,0.0,4.0,3.0,7.0,0.0,4.0,4.0,2.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,4.0,Single-Tasker,Shopping,In-store,Surging in Shopping,0.05,3.0,1046.065,4.0
