account_id,name,type,mask,balances_current,balances_available,currency_code
oEQo9qPmJZhGkjyDaq9QsNxkGWLq1auv9q9rr,Plaid HSA,hsa depository,9001,6009.0,6009.0,USD
dEB98Wq3DehklGNdMzK3sPJDEZrqy7FXNENGl,Plaid Cash Management,cash management depository,9002,12060.0,12060.0,USD
apKG9gwrBJUKdQPZkqp9sWw1Z4lP8gCX454PX,Plaid Business Credit Card,credit card credit,9999,5020.0,4980.0,USD
oQ8pdvvMJmH5zbnGEJ39hNjopRpnNri19KZ1l,Plaid Checking,checking depository,0,110.0,100.0,USD
gdQjloo4Paiq3wQEn19yHmGqdadkmbtPDM6Pb,Plaid Saving,savings depository,1111,210.0,200.0,USD
8AaBygglDjFVplbwJQXLIvbxG7GDveigarXgn,Plaid CD,cd depository,2222,1000.0,1000.0,USD
EboMlJJjwBuglj3kxZP7hqab939dqwUrQEBrB,Plaid Credit Card,credit card credit,3333,410.0,410.0,USD
WVl6q33mLyCzgdykxeL8c1K4gxga1dIXM4bX9,Plaid Money Market,money market depository,4444,43200.0,43200.0,USD
A6M7yJJaxkuwVaDKrgd5HyQR5o5zyEcawopaw,Plaid IRA,ira investment,5555,320.76,320.76,USD
GA8LKJJeyxF6mevK9k7zHr3zZEZjrqiq9npqv,Plaid 401k,401k investment,6666,23631.9805,23631.9805,USD
negLxvvZMQF1obeGyBkXTpP8M5MNpDcZkG5Z4,Plaid Student Loan,student loan,7777,65262.0,65262.0,USD
brNdPZZB6zuoR1XGEMPZSzlLgagAzVuEL3kEJ,Plaid Mortgage,mortgage loan,8888,56302.06,56302.06,USD
m7o13vvQgXcLGbpEo5zZSWGqBrBnWVS9jAo9K,Plaid HSA,hsa depository,9001,6009.0,6009.0,USD
yyvmJwwGMWC6ap49EZv7HKVn545AKWfodDaok,Plaid Cash Management,cash management depository,9002,12060.0,12060.0,USD
9D43yJJqdMF8vq4N7EleHkp17r7gkdFk8Evkl,Plaid Business Credit Card,credit card credit,9999,5020.0,4980.0,USD
qKlp7jRgaMimKK6Pzvw4HBEbNBvQLjigzbe5r,Plaid Checking,checking depository,0,110.0,100.0,USD
KbR9MVn8r6SK33WNGVjLIx6oMxlNXGFRxwljX,Plaid Saving,savings depository,1111,210.0,200.0,USD
rrqye5J841UgrrmPMVEoSgQxagWABlC7eKrXe,Plaid CD,cd depository,2222,1000.0,1000.0,USD
JnkRZbEgK6SJnnBNQyPxU35pb5BpK3UBD7lGL,Plaid Credit Card,credit card credit,3333,410.0,410.0,USD
knwjdmyZrPSaJJpk7vEAI49Eo9bER4CLlP43V,Plaid Money Market,money market depository,4444,43200.0,43200.0,USD
lb75a1ZMzjS1JJ7bN8EmU14MK4rM91FpV9K5y,Plaid IRA,ira investment,5555,320.76,320.76,USD
qKlp7jRgaMimKK6Pzvw4HBE6wEq6RBcgzbe5E,Plaid 401k,401k investment,6666,23631.9805,23631.9805,USD
KbR9MVn8r6SK33WNGVjLIx6kw6WkJxuRxwlj9,Plaid Student Loan,student loan,7777,65262.0,65262.0,USD
rrqye5J841UgrrmPMVEoSgQzNQqzkgf7eKrXP,Plaid Mortgage,mortgage loan,8888,56302.06,56302.06,USD
zNJxg5myEVT6NNLJ4Qbdun9j39ojwnfl5PAKa,Plaid HSA,hsa depository,9001,6009.0,6009.0,USD
Bpwda5RegASgppw65DzqSMbEZbwEnMu4be91E,Plaid Cash Management,cash management depository,9002,12060.0,12060.0,USD
33Pw6vKlDosVLLjaW3driEJVNJdVZEfZDo7Lx,Plaid Business Credit Card,credit card credit,9999,5020.0,4980.0,USD
vN5QqWXG5vig39w63bKvIWwWmG1vvaiwx6mxk,Plaid Checking,checking depository,0,110.0,100.0,USD
RKVn8y3mVqC7ZxLyZqdoU747DpyAAJhZjpyj4,Plaid Saving,savings depository,1111,210.0,200.0,USD
6qmDgblrmpIp1xG71DAasewePLamm8izJDZJe,Plaid CD,cd depository,2222,1000.0,1000.0,USD
Xd1J8VPX1xcL3rk53x7Giwvwzem99BcDgKZgv,Plaid Credit Card,credit card credit,3333,410.0,410.0,USD
DeRX8z7ZRJtlAjngAJb4ilLlMbm99NCZeWDeN,Plaid Money Market,money market depository,4444,43200.0,43200.0,USD
V31JWy4R1BCMZbvzZ8PqHMKMeE6ggBCDkg1ky,Plaid IRA,ira investment,5555,320.76,320.76,USD
wPAZKXEnAvFl3KB83Ayvinpnz9188jfQ9Zw9Z,Plaid 401k,401k investment,6666,23631.9805,23631.9805,USD
5lx8oMpKxkF893Qj9pAduBAB1MazzRC6VKlVr,Plaid Student Loan,student loan,7777,65262.0,65262.0,USD
JpaXENLgaJF3bzWabqlyI353P6Vzzdinj63jD,Plaid Mortgage,mortgage loan,8888,56302.06,56302.06,USD
klbByQEZbvFXn8RjngMvi494N1JggBimE6nEb,Plaid HSA,hsa depository,9001,6009.0,6009.0,USD
lkW3ZQEMW6SWreyZrBD8I1418DxeeXHMWoQWX,Plaid Cash Management,cash management depository,9002,12060.0,12060.0,USD
q3XkR1wgXvC9pVylpZovHBEBnGJQQ4CQWrGWa,Plaid Business Credit Card,credit card credit,9999,5020.0,4980.0,USD
000000 - 00000111,JCB 16 digit,Savings,1947,3325.67,3325.67,USD
000000 - 00000001,VISA 19 digit,Savings,1484,5937.15,5937.15,USD
000000 - 00000011,Mastercard,Checking,1565,6396.63,6396.63,USD
11111111,Mastercard,Savings,274,1556.0,1556.0,USD
db6f3eab8d36401ab29fe42bdf3280ef,Checking account 1,CHECKING,6096,4050.0,4050.0,CZK
00140a6c17ce4d3a9dd455073c5cac0a,Jooksevkonto,CHECKING,7251,4549.34,4549.34,EUR
38fdaceb6f364a50b21ba31b9a80306b,Hoiukonto,SAVINGS,7251,13000.0,13000.0,EUR
084611e2c55c45a0a153ff24e2b5cb50,Sparkonto,SAVINGS,8154,13000.03,13000.03,EUR
0c47e3c72eec4c2286f2d2f04c5e8433,Girokonto,CHECKING,8154,1663.78,1663.78,EUR
fb2d93d065bd45c9893f58d31839cde8,Compte épargne,SAVINGS,5971,13000.0,13000.0,EUR
ff109f0c99a146e9bb9e30ccfac01582,Compte courant,CHECKING,5971,1929.03,1929.03,EUR
edb7ed6c075646948c8fb81b63b5ba75,Main personal account,CHECKING,9277,100.02,100.02,EUR
2afd4caebfdb49d483e98383c0d24474,Savings,SAVINGS,3224,250000.0,250000.0,SEK
9a0ba5d9c1f649dfbfaf18adec749a6a,Sparkonto,SAVINGS,3224,130837.0,130837.0,SEK
c933b12ce50c48dcb4208e2d5fe59c4e,Privatkonto,CHECKING,3224,227083.2,227083.2,SEK
2901b5ccd9d84760926e25640dbb70cd,Savings,CHECKING,7318,1172.78,1172.78,EUR
725cf38790664fdb925d23618ee24518,Checking account,SAVINGS,7318,13000.0,13000.0,EUR
d6cc56bc402a4685829f0de347af4c63,Basic,CHECKING,4376,80255.52,80255.52,GBP
6729b669f9e2456a9fbdee4e94d641c8,Savings Account,SAVINGS,5473,13000.0,13000.0,EUR
41e035480df54e979ecd6234c2010921,Current Account,CHECKING,5473,2321.2000000000003,2321.2000000000003,EUR
82e4bce631ce4afcace0ca4d36cc4958,Checking account,SAVINGS,7362,14950.0,14950.0,EUR
7372a72bc03c4ab49492a481c2cfc7f5,Checking account,CHECKING,7362,4761.33,4761.33,EUR
0b938997d88247d69ef5234ff5bf653b,Savings,SAVINGS,1108,13000.0,13000.0,EUR
ada3d0f52c0848b985022952fef7031f,Compte courant,CHECKING,1108,356.22,356.22,EUR
7f516dc6ddf5450f86f30b9fe0ba67ea,Savings,CHECKING,6134,16537.8,16537.8,DKK
e012264a41a44d28b32f66f40200bb8e,Opsparingskonto,SAVINGS,6134,130000.0,130000.0,DKK
4bb60c8682f543e8939a659d14a20124,Savings Account !,SAVINGS,6779,221250.0,221250.0,EUR
33081974045743388a4274e657c69176,Checking Account 1,CHECKING,6779,4973.0,4973.0,EUR
ca93c6e29cd64c288aa462e85c634c88,Spaarrekening,SAVINGS,9307,14950.0,14950.0,EUR
f37690212445419c9e5d0fbbda82abc2,Lopende rekening,CHECKING,9307,4605.33,4605.33,EUR
5078c8ead42c4f0c90ec882910bcc75c,Conto Deposito,SAVINGS,5428,14350.74,14350.74,EUR
ad3b198a7f624730a942384dd064f051,Conto Corrente,CHECKING,5428,1813.76,1813.76,EUR
4fd04cb6bfc247ddb3f42419a347e9bc,Cuenta corriente,CHECKING,1002,3024.46,3024.46,EUR
bfa0dd42f04646098b81b4cbc0bcb678,Cuenta de ahorro,SAVINGS,1002,13078.0,13078.0,EUR
b4b23f035a9f4b6193e1664c1d4ed782,Taupomoji sąskaita,SAVINGS,7951,14950.0,14950.0,EUR
8c1950bbf34d4de6adcf81d97399d701,Einamoji sąskaita,CHECKING,7951,4761.33,4761.33,EUR
c52dcb1d472c4252b1be25e1e35826fd,Konto oszczędnościowe,SAVINGS,1375,65000.0,65000.0,PLN
ca0e28e500584f8ba9a0197c04959318,Konto bieżące,CHECKING,1375,34234.89,34234.89,PLN
193ffb34e92f4926a2b1f166dd9c3ac8,Savings Account,SAVINGS,7184,13000.0,13000.0,GBP
d8e85133189140ceb38926ca37c44c8d,Current Account,CHECKING,7184,2105.34,2105.34,GBP
fb9a593b6b0c448d968616bb8aae9a60,Brukskonto,CHECKING,976,48472.2,48472.2,NOK
ac7a2d64f01d4638a1534bd543f7a8bc,Sparekonto,SAVINGS,976,130000.0,130000.0,NOK
e446f1818301472a926013ba98cc8c5c,Conta Poupança,SAVINGS,5756,13000.0,13000.0,EUR
3288ff86901143b4a34e39d56b72f0c9,Conta Ordem,CHECKING,5756,3544.05,3544.05,EUR
