user_id,forecast_month,n_months_history,segment,spend_forecast,spend_lower,spend_upper,spend_method,count_forecast,count_lower,count_upper,count_method,avg_amount_forecast,hist_avg_spend,hist_avg_count,last_month_spend,last_month_count,spend_pct_change_vs_hist,spend_direction,spend_vs_last_month_pct,confidence,top_category_forecasts,trend_summary,confidence_note,account_ids,primary_account_id,account_count,per_account_forecasts
USR298fI,2025-11,25,Healthy Active User,3980.95,2428.7,5566.51,prophet,6,4,8,prophet,663.49,3990.72,5.8,500.0,1,-0.2,stable,696.2,high,"{""Finance"": {""forecast"": 2578.5, ""lower"": 2062.8, ""upper"": 3094.2, ""hist_avg"": 2690.61, ""data_points"": 23}, ""Fitness"": {""forecast"": 578.5, ""lower"": 462.8, ""upper"": 694.2, ""hist_avg"": 578.5, ""data_points"": 24}, ""Food and Dining"": {""forecast"": 500.0, ""lower"": 400.0, ""upper"": 600.0, ""hist_avg"": 521.74, ""data_points"": 23}}",Your spending is forecast to remain stable near your historical average of $3991.,Based on 25 months of data using prophet.,[5327573936436020],5327573936436020,1,"[{""account_id"": 5327573936436020, ""account_name"": ""Plaid Credit Card"", ""account_type"": ""credit card credit"", ""currency_code"": ""USD"", ""spend_forecast"": 2328.5, ""spend_lower"": 1862.8, ""spend_upper"": 2794.2, ""hist_avg_spend"": 3990.72, ""n_months"": 25}]"
USR298ko,2025-01,20,Consistent Weekly,6260.03,0.0,40390.79,prophet,2,1,3,prophet,3130.01,9868.73,2.1,56.37,2,-36.6,decreasing,11005.3,high,"{""Shopping"": {""forecast"": 42130.07, ""lower"": 33704.05, ""upper"": 50556.08, ""hist_avg"": 31826.78, ""data_points"": 6}, ""Travel"": {""forecast"": 730.18, ""lower"": 584.14, ""upper"": 876.21, ""hist_avg"": 693.46, ""data_points"": 3}, ""Medical/Dental"": {""forecast"": 369.72, ""lower"": 295.78, ""upper"": 443.66, ""hist_avg"": 470.42, ""data_points"": 3}}",Your spending is forecast to decreasing by 37% vs your historical average.,Based on 20 months of data using prophet.,[596778591342074],596778591342074,1,"[{""account_id"": 596778591342074, ""account_name"": ""Diners Club / Carte Blanche"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 399.57, ""spend_lower"": 319.66, ""spend_upper"": 479.49, ""hist_avg_spend"": 9868.73, ""n_months"": 20}]"
USR305BD,2025-10,24,Single-Tasker,1000.0,1000.0,1000.0,prophet,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 1000.0, ""lower"": 800.0, ""upper"": 1200.0, ""hist_avg"": 1000.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $1000.,Based on 24 months of data using prophet.,[1795115276661323],1795115276661323,1,"[{""account_id"": 1795115276661323, ""account_name"": ""Plaid CD"", ""account_type"": ""cd depository"", ""currency_code"": ""USD"", ""spend_forecast"": 1000.0, ""spend_lower"": 800.0, ""spend_upper"": 1200.0, ""hist_avg_spend"": 1000.0, ""n_months"": 24}]"
USR310Mk,2025-11,2,Single-Tasker,2000.0,1600.0,2400.0,wma,1,1,1,wma,2000.0,2000.0,1.0,2000.0,1,0.0,stable,0.0,low,"{""Other"": {""forecast"": 2000.0, ""lower"": 1600.0, ""upper"": 2400.0, ""hist_avg"": 2000.0, ""data_points"": 2}}",Your spending is forecast to remain stable near your historical average of $2000.,Based on 2 months of data using wma. Treat as indicative only.,[3957989470967012],3957989470967012,1,"[{""account_id"": 3957989470967012, ""account_name"": ""Opsparingskonto"", ""account_type"": ""SAVINGS"", ""currency_code"": ""DKK"", ""spend_forecast"": 2000.0, ""spend_lower"": 1600.0, ""spend_upper"": 2400.0, ""hist_avg_spend"": 2000.0, ""n_months"": 2}]"
USR310Wm,2025-01,22,Consistent Weekly,12156.34,0.0,84894.5,prophet,2,1,4,prophet,6078.17,12954.58,2.5,1133.79,3,-6.2,stable,972.2,high,"{""Shopping"": {""forecast"": 46111.58, ""lower"": 36889.27, ""upper"": 55333.9, ""hist_avg"": 54859.18, ""data_points"": 5}, ""Gifts"": {""forecast"": 837.48, ""lower"": 669.98, ""upper"": 1004.97, ""hist_avg"": 376.71, ""data_points"": 6}, ""Friend Activities"": {""forecast"": 344.87, ""lower"": 275.9, ""upper"": 413.85, ""hist_avg"": 300.93, ""data_points"": 7}}",Your spending is forecast to remain stable near your historical average of $12955.,Based on 22 months of data using prophet.,[2091804121926538],2091804121926538,1,"[{""account_id"": 2091804121926538, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 612.27, ""spend_lower"": 489.82, ""spend_upper"": 734.73, ""hist_avg_spend"": 12954.58, ""n_months"": 22}]"
USR313nW,2024-12,20,Single-Tasker,1713.6,585.18,2736.03,prophet,3,1,4,prophet,571.2,890.4,2.6,2135.93,3,92.5,increasing,-19.8,high,"{""Personal Hygiene"": {""forecast"": 1603.27, ""lower"": 1282.62, ""upper"": 1923.93, ""hist_avg"": 1011.71, ""data_points"": 8}, ""Shopping"": {""forecast"": 728.93, ""lower"": 583.15, ""upper"": 874.72, ""hist_avg"": 1224.25, ""data_points"": 3}, ""Medical/Dental"": {""forecast"": 322.64, ""lower"": 258.11, ""upper"": 387.16, ""hist_avg"": 351.62, ""data_points"": 6}}",Your spending is forecast to increasing by 92% vs your historical average.,Based on 20 months of data using prophet.,[8429259675435165],8429259675435165,1,"[{""account_id"": 8429259675435165, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 1843.07, ""spend_lower"": 1474.45, ""spend_upper"": 2211.68, ""hist_avg_spend"": 890.4, ""n_months"": 20}]"
USR317Xw,2025-02,21,Consistent Weekly,686.02,0.0,1328.71,prophet,2,1,4,prophet,343.01,609.14,2.2,97.16,3,12.6,increasing,606.1,high,"{""Gifts"": {""forecast"": 694.05, ""lower"": 555.24, ""upper"": 832.86, ""hist_avg"": 614.25, ""data_points"": 5}, ""Medical/Dental"": {""forecast"": 408.61, ""lower"": 326.89, ""upper"": 490.34, ""hist_avg"": 363.36, ""data_points"": 7}, ""Travel"": {""forecast"": 837.71, ""lower"": 670.17, ""upper"": 1005.26, ""hist_avg"": 868.13, ""data_points"": 2}}",Your spending is forecast to increasing by 13% vs your historical average.,Based on 21 months of data using prophet.,[9109926126905843],9109926126905843,1,"[{""account_id"": 9109926126905843, ""account_name"": ""JCB 15 digit"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 334.04, ""spend_lower"": 267.23, ""spend_upper"": 400.85, ""hist_avg_spend"": 609.14, ""n_months"": 21}]"
USR321bf,2025-01,20,Single-Tasker,448.73,0.0,2741.15,prophet,2,0,3,prophet,224.37,1268.68,1.9,395.24,1,-64.6,decreasing,13.5,high,"{""Housing and Utilities"": {""forecast"": 1669.46, ""lower"": 1335.57, ""upper"": 2003.35, ""hist_avg"": 2178.02, ""data_points"": 6}, ""Shopping"": {""forecast"": 1590.35, ""lower"": 1272.28, ""upper"": 1908.42, ""hist_avg"": 1231.09, ""data_points"": 3}, ""Fitness"": {""forecast"": 624.69, ""lower"": 499.75, ""upper"": 749.62, ""hist_avg"": 973.72, ""data_points"": 3}}",Your spending is forecast to decreasing by 65% vs your historical average.,Based on 20 months of data using prophet.,[53529485970047],53529485970047,1,"[{""account_id"": 53529485970047, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 395.14, ""spend_lower"": 316.11, ""spend_upper"": 474.17, ""hist_avg_spend"": 1268.68, ""n_months"": 20}]"
USR324Nf,2025-01,20,Single-Tasker,5087.8,0.0,36404.83,prophet,2,0,3,prophet,2543.9,6324.58,2.4,133.33,4,-19.6,decreasing,3715.9,high,"{""Shopping"": {""forecast"": 35856.32, ""lower"": 28685.06, ""upper"": 43027.58, ""hist_avg"": 35818.65, ""data_points"": 3}, ""Housing and Utilities"": {""forecast"": 3981.15, ""lower"": 3184.92, ""upper"": 4777.38, ""hist_avg"": 3967.03, ""data_points"": 3}, ""Gifts"": {""forecast"": 516.89, ""lower"": 413.51, ""upper"": 620.26, ""hist_avg"": 529.17, ""data_points"": 4}}",Your spending is forecast to decreasing by 20% vs your historical average.,Based on 20 months of data using prophet.,[2169306134303862],2169306134303862,1,"[{""account_id"": 2169306134303862, ""account_name"": ""VISA 13 digit"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 1179.38, ""spend_lower"": 943.51, ""spend_upper"": 1415.26, ""hist_avg_spend"": 6324.58, ""n_months"": 20}]"
USR329IV,2025-11,25,Single-Tasker,534.4,408.24,653.9,prophet,5,4,7,prophet,106.88,596.34,5.8,89.4,1,-10.4,decreasing,497.8,high,"{""Transportation"": {""forecast"": 512.78, ""lower"": 410.23, ""upper"": 615.34, ""hist_avg"": 511.73, ""data_points"": 24}, ""Groceries"": {""forecast"": 89.4, ""lower"": 71.52, ""upper"": 107.28, ""hist_avg"": 89.4, ""data_points"": 25}, ""Food and Dining"": {""forecast"": 16.33, ""lower"": 13.06, ""upper"": 19.6, ""hist_avg"": 16.33, ""data_points"": 24}}",Your spending is forecast to decreasing by 10% vs your historical average.,Based on 25 months of data using prophet.,[8329462018937927],8329462018937927,1,"[{""account_id"": 8329462018937927, ""account_name"": ""Plaid Checking"", ""account_type"": ""checking depository"", ""currency_code"": ""USD"", ""spend_forecast"": 353.43, ""spend_lower"": 282.74, ""spend_upper"": 424.12, ""hist_avg_spend"": 596.34, ""n_months"": 25}]"
USR329uU,2025-12,4,Low Activity/Trial,19723.64,0.0,44400.31,prophet,24,0,50,prophet,821.82,19782.45,24.5,217.1,2,-0.3,stable,8985.0,medium,"{""Other"": {""forecast"": 30730.85, ""lower"": 24584.68, ""upper"": 36877.02, ""hist_avg"": 24639.77, ""data_points"": 3}, ""Shopping"": {""forecast"": 1713.03, ""lower"": 1370.43, ""upper"": 2055.64, ""hist_avg"": 1779.7, ""data_points"": 2}, ""Food and Dining"": {""forecast"": 349.9, ""lower"": 279.92, ""upper"": 419.88, ""hist_avg"": 406.57, ""data_points"": 3}}",Your spending is forecast to remain stable near your historical average of $19782.,Based on 4 months of data using prophet.,[1076803272100074],1076803272100074,1,"[{""account_id"": 1076803272100074, ""account_name"": ""Brukskonto"", ""account_type"": ""CHECKING"", ""currency_code"": ""NOK"", ""spend_forecast"": 19734.53, ""spend_lower"": 15787.63, ""spend_upper"": 23681.44, ""hist_avg_spend"": 19782.45, ""n_months"": 4}]"
USR331Xb,2025-01,19,Single-Tasker,0.0,0.0,12199.67,prophet,2,0,4,prophet,0.0,3197.68,2.2,1713.89,3,-100.0,decreasing,-100.0,high,"{""Shopping"": {""forecast"": 52325.26, ""lower"": 41860.21, ""upper"": 62790.31, ""hist_avg"": 52325.26, ""data_points"": 1}, ""Fitness"": {""forecast"": 1112.52, ""lower"": 890.01, ""upper"": 1335.02, ""hist_avg"": 526.37, ""data_points"": 6}, ""Travel"": {""forecast"": 576.59, ""lower"": 461.27, ""upper"": 691.91, ""hist_avg"": 855.72, ""data_points"": 2}}",Your spending is forecast to decreasing by 100% vs your historical average.,Based on 19 months of data using prophet.,[8495387043163616],8495387043163616,1,"[{""account_id"": 8495387043163616, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 1353.22, ""spend_lower"": 1082.57, ""spend_upper"": 1623.86, ""hist_avg_spend"": 3197.68, ""n_months"": 19}]"
USR332Yp,2025-01,20,Consistent Weekly,11199.05,0.0,27394.96,prophet,2,1,4,prophet,5599.52,3540.01,2.4,63.62,2,216.4,increasing,17503.0,high,"{""Shopping"": {""forecast"": 28253.59, ""lower"": 22602.87, ""upper"": 33904.31, ""hist_avg"": 11926.04, ""data_points"": 5}, ""Housing and Utilities"": {""forecast"": 2437.83, ""lower"": 1950.26, ""upper"": 2925.39, ""hist_avg"": 1646.17, ""data_points"": 3}, ""Travel"": {""forecast"": 190.64, ""lower"": 152.52, ""upper"": 228.77, ""hist_avg"": 429.67, ""data_points"": 4}}",Your spending is forecast to increasing by 216% vs your historical average.,Based on 20 months of data using prophet.,[2849923410397004],2849923410397004,1,"[{""account_id"": 2849923410397004, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 18818.44, ""spend_lower"": 15054.75, ""spend_upper"": 22582.13, ""hist_avg_spend"": 3540.01, ""n_months"": 20}]"
USR333eC,2025-10,24,Single-Tasker,1000.0,1000.0,1000.0,prophet,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 1000.0, ""lower"": 800.0, ""upper"": 1200.0, ""hist_avg"": 1000.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $1000.,Based on 24 months of data using prophet.,[696290108317009],696290108317009,1,"[{""account_id"": 696290108317009, ""account_name"": ""Plaid CD"", ""account_type"": ""cd depository"", ""currency_code"": ""USD"", ""spend_forecast"": 1000.0, ""spend_lower"": 800.0, ""spend_upper"": 1200.0, ""hist_avg_spend"": 1000.0, ""n_months"": 24}]"
USR335Sx,2025-01,22,Single-Tasker,1609.39,178.2,3292.85,prophet,3,0,5,prophet,536.46,926.54,2.8,2889.15,2,73.7,increasing,-44.3,high,"{""Housing and Utilities"": {""forecast"": 1410.93, ""lower"": 1128.74, ""upper"": 1693.11, ""hist_avg"": 1395.46, ""data_points"": 6}, ""Travel"": {""forecast"": 507.15, ""lower"": 405.72, ""upper"": 608.58, ""hist_avg"": 391.8, ""data_points"": 6}, ""Personal Hygiene"": {""forecast"": 638.64, ""lower"": 510.91, ""upper"": 766.37, ""hist_avg"": 638.61, ""data_points"": 3}}",Your spending is forecast to increasing by 74% vs your historical average.,Based on 22 months of data using prophet.,[7371891675043951],7371891675043951,1,"[{""account_id"": 7371891675043951, ""account_name"": ""Maestro"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 1813.98, ""spend_lower"": 1451.18, ""spend_upper"": 2176.77, ""hist_avg_spend"": 926.54, ""n_months"": 22}]"
USR338ns,2025-11,2,Single-Tasker,200.0,160.0,240.0,wma,1,1,1,wma,200.0,200.0,1.0,200.0,1,0.0,stable,0.0,low,"{""Other"": {""forecast"": 200.0, ""lower"": 160.0, ""upper"": 240.0, ""hist_avg"": 200.0, ""data_points"": 2}}",Your spending is forecast to remain stable near your historical average of $200.,Based on 2 months of data using wma. Treat as indicative only.,[8364950573806945],8364950573806945,1,"[{""account_id"": 8364950573806945, ""account_name"": ""Savings"", ""account_type"": ""SAVINGS"", ""currency_code"": ""EUR"", ""spend_forecast"": 200.0, ""spend_lower"": 160.0, ""spend_upper"": 240.0, ""hist_avg_spend"": 200.0, ""n_months"": 2}]"
USR340wo,2025-11,2,High-Intensity User,5897.42,4717.94,7076.91,wma,47,37,56,wma,125.48,7272.44,53.5,3147.4,33,-18.9,decreasing,87.4,low,"{""Finance"": {""forecast"": 3589.0, ""lower"": 2871.2, ""upper"": 4306.8, ""hist_avg"": 4329.5, ""data_points"": 2}, ""Transportation"": {""forecast"": 777.44, ""lower"": 621.95, ""upper"": 932.93, ""hist_avg"": 1082.66, ""data_points"": 2}, ""Shopping"": {""forecast"": 602.56, ""lower"": 482.05, ""upper"": 723.07, ""hist_avg"": 734.84, ""data_points"": 2}}",Your spending is forecast to decreasing by 19% vs your historical average.,Based on 2 months of data using wma. Treat as indicative only.,[1198953315766337],1198953315766337,1,"[{""account_id"": 1198953315766337, ""account_name"": ""Plaid Current Account"", ""account_type"": ""checking depository"", ""currency_code"": ""GBP"", ""spend_forecast"": 5897.42, ""spend_lower"": 4717.94, ""spend_upper"": 7076.91, ""hist_avg_spend"": 7272.44, ""n_months"": 2}]"
USR342cz,2025-11,13,High-Intensity User,2470.01,1415.9,3566.56,prophet,86,67,107,prophet,28.72,1865.34,61.5,2064.03,66,32.4,increasing,19.7,high,"{""Finance"": {""forecast"": 577.35, ""lower"": 461.88, ""upper"": 692.82, ""hist_avg"": 664.71, ""data_points"": 12}, ""Shopping"": {""forecast"": 445.07, ""lower"": 356.05, ""upper"": 534.08, ""hist_avg"": 343.06, ""data_points"": 13}, ""Other"": {""forecast"": 290.3, ""lower"": 232.24, ""upper"": 348.36, ""hist_avg"": 266.26, ""data_points"": 13}}",Your spending is forecast to increasing by 32% vs your historical average.,Based on 13 months of data using prophet.,[3825238525925817],3825238525925817,1,"[{""account_id"": 3825238525925817, ""account_name"": ""Mastercard"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 1768.78, ""spend_lower"": 1415.03, ""spend_upper"": 2122.54, ""hist_avg_spend"": 1865.34, ""n_months"": 13}]"
USR343dk,2025-01,20,Single-Tasker,24125.61,0.0,116100.11,prophet,2,0,3,prophet,12062.81,18707.21,2.1,57.08,1,29.0,increasing,42166.3,high,"{""Shopping"": {""forecast"": 120095.79, ""lower"": 96076.63, ""upper"": 144114.95, ""hist_avg"": 89565.16, ""data_points"": 4}, ""Housing and Utilities"": {""forecast"": 2513.04, ""lower"": 2010.43, ""upper"": 3015.64, ""hist_avg"": 2132.53, ""data_points"": 4}, ""Personal Hygiene"": {""forecast"": 859.31, ""lower"": 687.45, ""upper"": 1031.17, ""hist_avg"": 642.8, ""data_points"": 4}}",Your spending is forecast to increasing by 29% vs your historical average.,Based on 20 months of data using prophet.,[5345704589529914],5345704589529914,1,"[{""account_id"": 5345704589529914, ""account_name"": ""Diners Club / Carte Blanche"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 1815.72, ""spend_lower"": 1452.58, ""spend_upper"": 2178.87, ""hist_avg_spend"": 18707.21, ""n_months"": 20}]"
USR350bh,2025-01,20,Single-Tasker,547.56,0.0,1436.7,prophet,2,1,3,prophet,273.78,441.38,1.9,818.65,3,24.1,increasing,-33.1,high,"{""Medical/Dental"": {""forecast"": 759.56, ""lower"": 607.65, ""upper"": 911.48, ""hist_avg"": 630.73, ""data_points"": 4}, ""Gifts"": {""forecast"": 425.89, ""lower"": 340.71, ""upper"": 511.06, ""hist_avg"": 665.74, ""data_points"": 3}, ""Shopping"": {""forecast"": 679.12, ""lower"": 543.29, ""upper"": 814.94, ""hist_avg"": 743.62, ""data_points"": 2}}",Your spending is forecast to increasing by 24% vs your historical average.,Based on 20 months of data using prophet.,[5624025645542408],5624025645542408,1,"[{""account_id"": 5624025645542408, ""account_name"": ""Maestro"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 652.08, ""spend_lower"": 521.66, ""spend_upper"": 782.5, ""hist_avg_spend"": 441.38, ""n_months"": 20}]"
USR352dx,2025-10,24,Single-Tasker,5850.0,5850.0,5850.0,prophet,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 5850.0, ""lower"": 4680.0, ""upper"": 7020.0, ""hist_avg"": 5850.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $5850.,Based on 24 months of data using prophet.,[7701331840682174],7701331840682174,1,"[{""account_id"": 7701331840682174, ""account_name"": ""Plaid Money Market"", ""account_type"": ""money market depository"", ""currency_code"": ""USD"", ""spend_forecast"": 5850.0, ""spend_lower"": 4680.0, ""spend_upper"": 7020.0, ""hist_avg_spend"": 5850.0, ""n_months"": 24}]"
USR352pI,2025-11,2,Single-Tasker,200.0,160.0,240.0,wma,1,1,1,wma,200.0,200.0,1.0,200.0,1,0.0,stable,0.0,low,"{""Other"": {""forecast"": 200.0, ""lower"": 160.0, ""upper"": 240.0, ""hist_avg"": 200.0, ""data_points"": 2}}",Your spending is forecast to remain stable near your historical average of $200.,Based on 2 months of data using wma. Treat as indicative only.,[2056328946936910],2056328946936910,1,"[{""account_id"": 2056328946936910, ""account_name"": ""Sparkonto"", ""account_type"": ""SAVINGS"", ""currency_code"": ""EUR"", ""spend_forecast"": 200.0, ""spend_lower"": 160.0, ""spend_upper"": 240.0, ""hist_avg_spend"": 200.0, ""n_months"": 2}]"
USR354Rs,2023-11,1,Healthy Active User,1177.36,941.89,1412.83,segment_median,3,2,4,wma,392.45,3150.0,3.0,3150.0,3,-62.6,decreasing,-62.6,low,"{""Other"": {""forecast"": 3150.0, ""lower"": 2520.0, ""upper"": 3780.0, ""hist_avg"": 3150.0, ""data_points"": 1}}",Your spending is forecast to decreasing by 63% vs your historical average.,Based on 1 months of data using segment_median. Treat as indicative only.,[86517230141686],86517230141686,1,"[{""account_id"": 86517230141686, ""account_name"": ""Checking account 1"", ""account_type"": ""CHECKING"", ""currency_code"": ""CZK"", ""spend_forecast"": 3150.0, ""spend_lower"": 2520.0, ""spend_upper"": 3780.0, ""hist_avg_spend"": 3150.0, ""n_months"": 1}]"
USR360hy,2025-02,23,Single-Tasker,323.04,0.0,2714.13,prophet,2,0,3,prophet,161.52,1228.6,2.2,221.31,1,-73.7,decreasing,46.0,high,"{""Shopping"": {""forecast"": 1159.3, ""lower"": 927.44, ""upper"": 1391.16, ""hist_avg"": 2119.84, ""data_points"": 6}, ""Housing and Utilities"": {""forecast"": 2213.93, ""lower"": 1771.15, ""upper"": 2656.72, ""hist_avg"": 1679.7, ""data_points"": 4}, ""Personal Hygiene"": {""forecast"": 8.63, ""lower"": 6.91, ""upper"": 10.36, ""hist_avg"": 405.48, ""data_points"": 6}}",Your spending is forecast to decreasing by 74% vs your historical average.,Based on 23 months of data using prophet.,[5114885622146222],5114885622146222,1,"[{""account_id"": 5114885622146222, ""account_name"": ""JCB 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 321.95, ""spend_lower"": 257.56, ""spend_upper"": 386.35, ""hist_avg_spend"": 1228.6, ""n_months"": 23}]"
USR365gu,2025-10,24,Single-Tasker,5850.0,5850.0,5850.0,prophet,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,0.0,stable,0.0,high,"{""Finance"": {""forecast"": 5850.0, ""lower"": 4680.0, ""upper"": 7020.0, ""hist_avg"": 5850.0, ""data_points"": 24}}",Your spending is forecast to remain stable near your historical average of $5850.,Based on 24 months of data using prophet.,[1578443599189599],1578443599189599,1,"[{""account_id"": 1578443599189599, ""account_name"": ""Plaid Money Market"", ""account_type"": ""money market depository"", ""currency_code"": ""USD"", ""spend_forecast"": 5850.0, ""spend_lower"": 4680.0, ""spend_upper"": 7020.0, ""hist_avg_spend"": 5850.0, ""n_months"": 24}]"
USR372Mt,2025-02,20,Single-Tasker,0.0,0.0,16716.47,prophet,3,1,4,prophet,0.0,4196.72,2.5,5.84,1,-100.0,decreasing,-100.0,high,"{""Shopping"": {""forecast"": 721.33, ""lower"": 577.06, ""upper"": 865.59, ""hist_avg"": 17647.6, ""data_points"": 4}, ""Housing and Utilities"": {""forecast"": 1799.9, ""lower"": 1439.92, ""upper"": 2159.89, ""hist_avg"": 1384.43, ""data_points"": 4}, ""Travel"": {""forecast"": 148.58, ""lower"": 118.87, ""upper"": 178.3, ""hist_avg"": 403.39, ""data_points"": 5}}",Your spending is forecast to decreasing by 100% vs your historical average.,Based on 20 months of data using prophet.,[4727996583201685],4727996583201685,1,"[{""account_id"": 4727996583201685, ""account_name"": ""VISA 19 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 182.03, ""spend_lower"": 145.62, ""spend_upper"": 218.44, ""hist_avg_spend"": 4196.72, ""n_months"": 20}]"
USR375sC,2025-01,21,Single-Tasker,39335.88,0.0,130468.96,prophet,2,0,3,prophet,19667.94,20543.4,1.9,20.14,2,91.5,increasing,195212.2,high,"{""Shopping"": {""forecast"": 156437.11, ""lower"": 125149.69, ""upper"": 187724.53, ""hist_avg"": 70277.54, ""data_points"": 6}, ""Housing and Utilities"": {""forecast"": 69.94, ""lower"": 55.95, ""upper"": 83.93, ""hist_avg"": 793.13, ""data_points"": 4}, ""Medical/Dental"": {""forecast"": 648.07, ""lower"": 518.45, ""upper"": 777.68, ""hist_avg"": 538.66, ""data_points"": 5}}",Your spending is forecast to increasing by 92% vs your historical average.,Based on 21 months of data using prophet.,[6440342709019424],6440342709019424,1,"[{""account_id"": 6440342709019424, ""account_name"": ""VISA 16 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 279.96, ""spend_lower"": 223.97, ""spend_upper"": 335.95, ""hist_avg_spend"": 20543.4, ""n_months"": 21}]"
USR376hP,2025-02,25,Single-Tasker,1194.22,244.95,2107.28,prophet,2,1,3,prophet,597.11,679.52,2.1,13.09,1,75.7,increasing,9023.1,high,"{""Fitness"": {""forecast"": 1615.98, ""lower"": 1292.79, ""upper"": 1939.18, ""hist_avg"": 1721.83, ""data_points"": 3}, ""Travel"": {""forecast"": 1216.3, ""lower"": 973.04, ""upper"": 1459.56, ""hist_avg"": 849.73, ""data_points"": 5}, ""Gifts"": {""forecast"": 835.05, ""lower"": 668.04, ""upper"": 1002.06, ""hist_avg"": 639.68, ""data_points"": 3}}",Your spending is forecast to increasing by 76% vs your historical average.,Based on 25 months of data using prophet.,[4984592417211258],4984592417211258,1,"[{""account_id"": 4984592417211258, ""account_name"": ""Diners Club / Carte Blanche"", ""account_type"": ""Checking"", ""currency_code"": ""USD"", ""spend_forecast"": 485.69, ""spend_lower"": 388.55, ""spend_upper"": 582.83, ""hist_avg_spend"": 679.52, ""n_months"": 25}]"
USR380Yw,2025-01,21,Healthy Active User,487.78,0.0,1581.31,prophet,3,1,4,prophet,162.59,724.61,2.5,1827.4,4,-32.7,decreasing,-73.3,high,"{""Personal Hygiene"": {""forecast"": 459.32, ""lower"": 367.46, ""upper"": 551.19, ""hist_avg"": 467.51, ""data_points"": 7}, ""Housing and Utilities"": {""forecast"": 119.7, ""lower"": 95.76, ""upper"": 143.64, ""hist_avg"": 496.85, ""data_points"": 5}, ""Gifts"": {""forecast"": 931.5, ""lower"": 745.2, ""upper"": 1117.8, ""hist_avg"": 1188.95, ""data_points"": 2}}",Your spending is forecast to decreasing by 33% vs your historical average.,Based on 21 months of data using prophet.,[6465636985218047],6465636985218047,1,"[{""account_id"": 6465636985218047, ""account_name"": ""Discover"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 1142.86, ""spend_lower"": 914.28, ""spend_upper"": 1371.43, ""hist_avg_spend"": 724.61, ""n_months"": 21}]"
USR383GT,2025-02,23,Single-Tasker,546.1,0.0,2731.58,prophet,2,1,4,prophet,273.05,1078.52,2.5,27.96,1,-49.4,decreasing,1853.1,high,"{""Housing and Utilities"": {""forecast"": 88.62, ""lower"": 70.9, ""upper"": 106.35, ""hist_avg"": 1529.8, ""data_points"": 9}, ""Travel"": {""forecast"": 1080.41, ""lower"": 864.33, ""upper"": 1296.49, ""hist_avg"": 941.71, ""data_points"": 3}, ""Personal Hygiene"": {""forecast"": 210.61, ""lower"": 168.49, ""upper"": 252.74, ""hist_avg"": 586.71, ""data_points"": 4}}",Your spending is forecast to decreasing by 49% vs your historical average.,Based on 23 months of data using prophet.,[4484382288834839],4484382288834839,1,"[{""account_id"": 4484382288834839, ""account_name"": ""JCB 15 digit"", ""account_type"": ""Savings"", ""currency_code"": ""USD"", ""spend_forecast"": 609.65, ""spend_lower"": 487.72, ""spend_upper"": 731.58, ""hist_avg_spend"": 1078.52, ""n_months"": 23}]"
