user_id,phone_number,is_active,accounts.mask,accounts.balances_current,accounts.COUNT(users),accounts.STD(users.phone_number),accounts.COUNT(transactions),accounts.MAX(transactions.amount),accounts.MEAN(transactions.amount),accounts.TIME_SINCE_LAST(transactions.date),account_id = 9930706642522650,account_id = 9917427141037396,account_id = 9900112423294341,account_id = 9860410258164577,account_id = 9854565050152785,account_id = 9794651047068781,account_id = 9749369644991904,account_id = 9742732280297836,account_id = 9650043164794435,account_id = 9625783251295911,account_id is unknown,accounts.name = JCB 16 digit,accounts.name = VISA 16 digit,accounts.name = Maestro,accounts.name = Mastercard,accounts.name = American Express,accounts.name = VISA 19 digit,accounts.name = Diners Club / Carte Blanche,accounts.name = VISA 13 digit,accounts.name = Plaid Saving,accounts.name = Plaid Mortgage,accounts.name is unknown,accounts.type = Checking,accounts.type = Savings,accounts.type = credit card credit,accounts.type = CHECKING,accounts.type = SAVINGS,accounts.type = checking depository,accounts.type = savings depository,accounts.type = mortgage loan,accounts.type = student loan,accounts.type = money market depository,accounts.type is unknown,accounts.currency_code = USD,accounts.currency_code = EUR,accounts.currency_code = GBP,accounts.currency_code = CAD,accounts.currency_code = SEK,accounts.currency_code = PLN,accounts.currency_code = NOK,accounts.currency_code = DKK,accounts.currency_code = CZK,accounts.currency_code is unknown,days_since_last,vel_1d,vel_7d,vel_30d,task_segment,top_category,top_merchant,primary_spending_trend,merchant_diversity,new_merchant_count,avg_amt_30d,count_30d,account_ids,primary_account_id,account_count
USR925Mf,3731229777428,True,558,1241.88,1,0.0,39,3614.0,435.3102564102564,26179200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,4,Consistent Weekly,Shopping,In-store,Surging in Shopping,0.08,3.0,1176.6375,4.0,[3635020399572580],3635020399572580,1
USR201Zu,5936378935347,True,5372,8376.62,1,0.0,56,7111.15,480.0646428571428,26265600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,5,Consistent Weekly,Housing and Utilities,Mobile App,Surging in Transportation,0.05,3.0,216.26,5.0,[5896844080569374],5896844080569374,1
USR425DX,3054281317499,True,3706,1496.64,1,0.0,61,3441.79,342.8065573770492,25660800.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Housing and Utilities,In-store,Surging in Groceries,0.05,3.0,236.97333333333333,3.0,[5051398843617869],5051398843617869,1
USR388wJ,7875182163417,True,5336,5162.39,1,0.0,55,244977.8,6776.161454545455,25833600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,Mobile App,Surging in Medical/Dental,0.05,3.0,501.7033333333333,3.0,[3413230594669183],3413230594669183,1
USR068Xr,7253999821830,True,8025,8473.93,1,0.0,45,241921.72,15029.926666666666,31795200.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Shopping,In-store,Surging in Food,0.07,3.0,147.8,1.0,[9854565050152785],9854565050152785,1
USR223cE,4188825509299,True,2951,5764.47,1,0.0,55,170911.33,4824.094181818182,26438400.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Online,Surging in Groceries,0.05,3.0,131.10666666666665,3.0,[410674843067860],410674843067860,1
USR031uI,7453987020766,False,4197,6108.69,1,0.0,55,61377.57,1354.732909090909,26524800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,Online,Surging in Gifts,0.05,3.0,60.03666666666666,3.0,[3145676334558816],3145676334558816,1
USR151Xg,1900654730325,False,2550,6705.29,1,0.0,55,66772.13,1745.0918181818183,26784000.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Mobile App,Surging in Housing and Utilities,0.05,3.0,1616.22,2.0,[4938667654244427],4938667654244427,1
USR013pA,3673258609053,False,438,9264.23,1,0.0,58,220355.95,5298.625344827587,27129600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,In-store,Surging in Fitness,0.05,3.0,231.05749999999998,4.0,[5276874342658015],5276874342658015,1
USR579jO,9385084268769,False,2161,8105.09,1,0.0,45,155475.75,7295.836,30758400.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,2,2,Consistent Weekly,Shopping,Online,Surging in Friend Activities,0.07,3.0,164.42000000000002,2.0,[2529245753691166],2529245753691166,1
USR621BM,5069392962983,False,1795,4513.73,1,0.0,44,64899.6,1725.8361363636361,26697600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Online,Surging in Personal Hygiene,0.07,3.0,551.5666666666667,3.0,[2255874088280622],2255874088280622,1
USR592gD,7831789661594,True,1311,9922.81,1,0.0,50,6645.43,369.94440000000003,26352000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Housing and Utilities,Mobile App,Surging in Subscriptions,0.06,3.0,121.6225,4.0,[2389275130478223],2389275130478223,1
USR140si,7475299832033,True,6371,185.36,1,0.0,41,54472.59,1620.7441463414632,26179200.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,Online,Surging in Fitness,0.07,3.0,311.05,4.0,[3896112433006532],3896112433006532,1
USR596jh,7525546809798,False,6481,5472.21,1,0.0,44,14365.92,504.6093181818182,26697600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,4,Healthy Active User,Shopping,Mobile App,Surging in Friend Activities,0.07,3.0,662.5575000000001,4.0,[3675763762695826],3675763762695826,1
USR691El,645685522621,True,7024,980.22,1,0.0,40,246679.84,6347.749999999999,26179200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,4,Consistent Weekly,Shopping,Mobile App,Surging in Friend Activities,0.08,3.0,136.6125,4.0,[2958487517890362],2958487517890362,1
USR062rU,5859152375058,True,938,3355.82,1,0.0,47,3715.36,359.0955319148936,26352000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,4,Consistent Weekly,Housing and Utilities,Online,Surging in Hobbies,0.06,3.0,125.7375,4.0,[575793344868387],575793344868387,1
USR628kq,5350817628037,True,8809,9484.07,1,0.0,57,211350.01,4741.127017543859,25574400.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,4,Consistent Weekly,Shopping,In-store,Surging in Personal Hygiene,0.05,3.0,665.575,4.0,[7059873387557783],7059873387557783,1
USR421bB,2507370423777,False,4116,5395.49,1,0.0,46,6251.28,385.41021739130434,29721600.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Housing and Utilities,Mobile App,Surging in Travel,0.07,3.0,609.41,2.0,[919386953688877],919386953688877,1
USR376hP,3722607134680,True,4505,552.15,1,0.0,53,1997.5,320.52962264150943,25747200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Fitness,Mobile App,Surging in Personal Hygiene,0.06,3.0,639.77,2.0,[4984592417211258],4984592417211258,1
USR001YL,175860268683,False,828,2485.8,1,0.0,54,205093.33,3982.4105555555557,26524800.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,Mobile App,Surging in Food,0.06,3.0,435.2533333333334,3.0,[3220502303885391],3220502303885391,1
USR756hT,6043640663460,False,8886,6414.96,1,0.0,50,325127.03,6657.5744,26697600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Online,Surging in Hobbies,0.06,3.0,49.015,2.0,[1746699275281552],1746699275281552,1
USR148zM,5165275692078,False,3529,835.18,1,0.0,50,6872.4,588.0536,25660800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Housing and Utilities,Online,Surging in Groceries,0.06,3.0,249.515,2.0,[5398053233543317],5398053233543317,1
USR496UB,43798167473,True,8766,937.16,1,0.0,61,6837.61,479.3203278688525,28598400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,7,Consistent Weekly,Housing and Utilities,Online,Surging in Personal Hygiene,0.05,3.0,1193.427142857143,7.0,[27434923585791],27434923585791,1
USR739ei,4448637882952,True,7482,6108.44,1,0.0,45,6673.06,764.2855555555556,26438400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,6,Single-Tasker,Housing and Utilities,Mobile App,Surging in Shopping,0.07,3.0,429.7166666666667,6.0,[8321704044270430],8321704044270430,1
USR461nX,709053759647,True,5095,3501.81,1,0.0,49,238038.57,5129.616530612246,25920000.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,Online,Surging in Food,0.06,3.0,1235.6800000000003,4.0,[6517352269108317],6517352269108317,1
USR313nW,3146734387642,False,8128,4204.18,1,0.0,52,2127.33,342.46211538461534,30499200.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Personal Hygiene,Mobile App,Surging in Personal Hygiene,0.06,3.0,711.9766666666666,3.0,[8429259675435165],8429259675435165,1
USR626gZ,2068232764016,False,8015,4762.86,1,0.0,52,90668.52,2066.7850000000003,26265600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Online,Surging in Friend Activities,0.06,3.0,347.18666666666667,3.0,[9371972853446753],9371972853446753,1
USR746kv,1332152304232,True,5472,7907.84,1,0.0,44,21481.8,742.8318181818181,28339200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,Mobile App,Surging in Hobbies,0.07,3.0,33.086666666666666,3.0,[1782369306730165],1782369306730165,1
USR632NW,5531144019870,True,8489,9169.96,1,0.0,54,88286.88,1840.292777777778,26006400.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,5,Single-Tasker,Shopping,Mobile App,Surging in Hobbies,0.06,3.0,321.65,5.0,[760720797584149],760720797584149,1
USR765RD,2155754777443,False,7360,7564.59,1,0.0,55,3978.4,264.2207272727273,26006400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,6,Healthy Active User,Housing and Utilities,Online,Surging in Gifts,0.05,3.0,236.71666666666667,6.0,[3327790754525823],3327790754525823,1
USR756uA,9555189879271,True,4041,8678.7,1,0.0,57,3824.22,389.59666666666664,26179200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,In-store,Surging in Housing and Utilities,0.05,3.0,75.025,2.0,[3606395902696650],3606395902696650,1
USR619km,7580083848968,True,5517,2295.47,1,0.0,51,45856.74,1847.38431372549,28425600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,3,Healthy Active User,Shopping,Mobile App,Surging in Travel,0.06,3.0,821.6666666666666,3.0,[5856856664492208],5856856664492208,1
USR040Ko,2117157307530,False,7454,9826.42,1,0.0,43,4421.08,373.50116279069766,26524800.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,In-store,Surging in Hobbies,0.07,3.0,23.666666666666668,3.0,[317820028169473],317820028169473,1
USR268Dy,8531071575298,False,8863,1900.34,1,0.0,47,190283.81,4776.465531914893,28598400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Mobile App,Surging in Gifts,0.06,3.0,161.18,2.0,[575808430645435],575808430645435,1
USR708ic,7075877416037,False,5759,2654.66,1,0.0,61,4108.66,432.47754098360656,25747200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,In-store,Surging in Shopping,0.05,3.0,1046.065,4.0,[2484857538967064],2484857538967064,1
USR737zJ,9760698644174,True,7734,4632.69,1,0.0,55,4926.71,281.21145454545456,26006400.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Housing and Utilities,Online,Surging in Transportation,0.05,3.0,27.935000000000002,2.0,[1703601111473812],1703601111473812,1
USR074qk,3073553478175,True,9503,9437.86,1,0.0,38,7001.64,488.2597368421052,25574400.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene,0.08,3.0,40.675,2.0,[6956164792464098],6956164792464098,1
USR552iz,6410549286408,False,5638,7329.36,1,0.0,46,80965.09,2282.4919565217388,28080000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Mobile App,Surging in Fitness,0.07,3.0,154.17,2.0,[3594487387849143],3594487387849143,1
USR383GT,5194962432043,False,7837,4923.5,1,0.0,57,6842.24,435.19140350877194,26611200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Housing and Utilities,Online,Surging in Groceries,0.05,3.0,27.96,1.0,[4484382288834839],4484382288834839,1
USR605Px,9587414757334,False,472,7403.46,1,0.0,47,166202.6,3655.0165957446807,26265600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,2,Consistent Weekly,Shopping,Online,Surging in Fitness,0.06,3.0,188.1,2.0,[6345434857837874],6345434857837874,1
USR494kt,6033963263994,False,4585,4858.36,1,0.0,40,276733.01,12459.146499999999,27993600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Mobile App,Surging in Subscriptions,0.08,3.0,25.195,2.0,[7037069116667881],7037069116667881,1
USR774PR,8755890243842,True,1657,4931.36,1,0.0,61,59697.35,1326.2498360655738,25920000.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Shopping,Online,Surging in Housing and Utilities,0.05,3.0,78.63,1.0,[754681912406738],754681912406738,1
USR990MJ,8567392736108,True,1849,9766.66,1,0.0,72,177421.04,3282.1715277777785,25660800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,6,Healthy Active User,Shopping,Online,Surging in Fitness,0.04,3.0,348.4733333333333,6.0,[1691137074731657],1691137074731657,1
USR651Yc,9259765714535,False,6258,657.09,1,0.0,55,3789.27,332.5796363636364,26611200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Fitness,Online,Surging in Fitness,0.05,3.0,287.07,1.0,[7402592048993814],7402592048993814,1
USR996DQ,64523035340,True,1214,2780.27,1,0.0,56,4637.35,418.08732142857144,25660800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,6,Healthy Active User,Housing and Utilities,Mobile App,Surging in Groceries,0.05,3.0,73.72833333333334,6.0,[3183318773199775],3183318773199775,1
USR270YP,7755892953084,False,8899,9733.0,1,0.0,39,297403.4,12947.403076923076,25747200.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,Mobile App,Surging in Food,0.08,3.0,602.8175,4.0,[152712046592887],152712046592887,1
USR605nX,9356063177213,False,4662,9978.65,1,0.0,48,3212.97,276.48041666666666,25574400.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,4,Consistent Weekly,Housing and Utilities,Online,Surging in Shopping,0.06,3.0,137.9,4.0,[8429911208608223],8429911208608223,1
USR793Ca,9356917248555,False,4643,7235.56,1,0.0,42,136263.44,3480.886428571429,28944000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,9,Healthy Active User,Shopping,In-store,Surging in Housing and Utilities,0.07,3.0,536.2122222222223,9.0,[3649178965182352],3649178965182352,1
USR100df,8373937792681,False,6326,1343.36,1,0.0,49,36361.65,936.0314285714286,28166400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,2,4,Consistent Weekly,Shopping,Mobile App,Surging in Medical/Dental,0.06,3.0,200.2125,4.0,[5542954098207916],5542954098207916,1
USR840Fs,1759036517009,True,7393,5456.52,1,0.0,47,2273.32,285.62978723404257,25920000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,3,Healthy Active User,Fitness,Online,Surging in Personal Hygiene,0.06,3.0,257.8933333333334,3.0,[3884768043111287],3884768043111287,1
USR472to,17507089018,True,2389,8489.06,1,0.0,48,4864.58,321.99208333333337,33868800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Mobile App,Surging in Housing and Utilities,0.06,3.0,198.63,3.0,[2588374851708596],2588374851708596,1
USR847Vu,9299962415504,True,1191,3418.65,1,0.0,51,7930.89,529.5498039215687,26352000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Online,Surging in Friend Activities,0.06,3.0,448.24,3.0,[7397989264139357],7397989264139357,1
USR932HS,8955145335879,False,7611,8491.0,1,0.0,54,190421.89,4156.614444444444,25833600.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,Online,Surging in Travel,0.06,3.0,511.17,4.0,[6582803682722698],6582803682722698,1
USR646Eg,6848264049432,False,1466,3456.1,1,0.0,48,169207.4,3837.666041666667,26697600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,Online,Surging in Shopping,0.06,3.0,56534.40666666667,3.0,[1231967408124440],1231967408124440,1
USR258SD,762184174178,True,6436,7832.87,1,0.0,47,166311.73,4105.759787234043,27475200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,4,Healthy Active User,Shopping,In-store,Surging in Gifts,0.06,3.0,328.24,4.0,[6789422602793653],6789422602793653,1
USR465Of,4377819240021,True,3350,9981.91,1,0.0,47,4467.84,418.61659574468086,26438400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Housing and Utilities,Mobile App,Surging in Hobbies,0.06,3.0,292.17,3.0,[7987964227152055],7987964227152055,1
USR556jk,698485662884,True,5155,6905.19,1,0.0,46,6900.84,392.32673913043476,25833600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,Mobile App,Surging in Medical/Dental,0.07,3.0,228.9925,4.0,[2485184010285215],2485184010285215,1
USR886vk,9510138949718,True,2445,1609.48,1,0.0,46,41069.54,1307.8626086956522,25747200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,2,4,Consistent Weekly,Shopping,In-store,Surging in Medical/Dental,0.07,3.0,179.005,4.0,[2476514669922009],2476514669922009,1
USR372Mt,7964797994542,False,1641,4960.56,1,0.0,51,67448.2,1645.7729411764706,26352000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene,0.06,3.0,5.84,1.0,[4727996583201685],4727996583201685,1
USR834PN,1160116848806,True,818,7700.56,1,0.0,42,5864.97,328.6716666666667,36547200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,2,3,Consistent Weekly,Shopping,Online,Surging in Fitness,0.07,3.0,150.66,3.0,[2052228805142634],2052228805142634,1
USR129NG,3798858637815,False,4471,2962.7,1,0.0,51,128550.18,4423.807058823529,25660800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Online,Surging in Hobbies,0.06,3.0,72.11333333333333,3.0,[1287970339524147],1287970339524147,1
USR401fn,9240619811791,True,718,9993.36,1,0.0,57,5254.97,496.71315789473687,26438400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Housing and Utilities,Mobile App,Surging in Medical/Dental,0.05,3.0,151.12333333333333,3.0,[7194223533689348],7194223533689348,1
USR297tJ,6446009066952,False,2341,5411.42,1,0.0,46,1352.38,163.14739130434785,27388800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Travel,Mobile App,Surging in Groceries,0.07,3.0,10.43,1.0,[1672623079619382],1672623079619382,1
USR993dr,6087191593625,True,2314,5778.62,1,0.0,49,2007.67,199.1004081632653,27734400.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,2,6,Consistent Weekly,Fitness,Mobile App,Surging in Friend Activities,0.06,3.0,137.62166666666667,6.0,[8463244674873742],8463244674873742,1
