user_id,iso_flag,lof_flag,is_anomaly,iso_score,lof_score,anomaly_score,severity,vel_1d,vel_7d,vel_30d,count_30d,accounts.COUNT(transactions),avg_amt_30d,accounts.MEAN(transactions.amount),accounts.MAX(transactions.amount),accounts.balances_current,days_since_last,accounts.TIME_SINCE_LAST(transactions.date),merchant_diversity,new_merchant_count,task_segment,top_category,top_merchant,primary_spending_trend,account_ids,primary_account_id,account_count
USR100df,False,False,False,14.03,9.07,11.55,Normal,2,2,4,4.0,49,200.2125,936.0314285714286,36361.65,1343.36,0,28166400.0,0.06,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Medical/Dental,[5542954098207916],5542954098207916,1
USR840Fs,False,False,False,7.16,0.68,3.92,Normal,1,3,3,3.0,47,257.8933333333334,285.62978723404257,2273.32,5456.52,0,25920000.0,0.06,3.0,Healthy Active User,Fitness,Online,Surging in Personal Hygiene,[3884768043111287],3884768043111287,1
USR472to,False,False,False,8.62,5.69,7.16,Normal,1,1,3,3.0,48,198.63,321.99208333333337,4864.58,8489.06,0,33868800.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Housing and Utilities,[2588374851708596],2588374851708596,1
USR847Vu,False,False,False,0.0,0.1,0.05,Normal,1,1,3,3.0,51,448.24,529.5498039215687,7930.89,3418.65,0,26352000.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Friend Activities,[7397989264139357],7397989264139357,1
USR932HS,False,False,False,10.65,0.12,5.38,Normal,1,1,4,4.0,54,511.17,4156.614444444444,190421.89,8491.0,0,25833600.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Travel,[6582803682722698],6582803682722698,1
USR646Eg,False,True,False,29.59,33.64,31.61,Normal,1,2,3,3.0,48,56534.40666666667,3837.666041666667,169207.4,3456.1,0,26697600.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Shopping,[1231967408124440],1231967408124440,1
USR258SD,False,False,False,14.91,0.22,7.57,Normal,1,3,4,4.0,47,328.24,4105.759787234043,166311.73,7832.87,0,27475200.0,0.06,3.0,Healthy Active User,Shopping,In-store,Surging in Gifts,[6789422602793653],6789422602793653,1
USR465Of,False,False,False,2.47,1.05,1.76,Normal,1,2,3,3.0,47,292.17,418.61659574468086,4467.84,9981.91,0,26438400.0,0.06,3.0,Consistent Weekly,Housing and Utilities,Mobile App,Surging in Hobbies,[7987964227152055],7987964227152055,1
USR556jk,False,False,False,2.48,0.51,1.49,Normal,1,1,4,4.0,46,228.9925,392.3267391304348,6900.84,6905.19,0,25833600.0,0.07,3.0,Single-Tasker,Shopping,Mobile App,Surging in Medical/Dental,[2485184010285215],2485184010285215,1
USR886vk,False,False,False,13.16,6.48,9.82,Normal,2,2,4,4.0,46,179.005,1307.8626086956522,41069.54,1609.48,0,25747200.0,0.07,3.0,Consistent Weekly,Shopping,In-store,Surging in Medical/Dental,[2476514669922009],2476514669922009,1
USR372Mt,False,False,False,5.33,0.03,2.68,Normal,1,1,1,1.0,51,5.84,1645.7729411764706,67448.2,4960.56,0,26352000.0,0.06,3.0,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene,[4727996583201685],4727996583201685,1
USR834PN,False,False,False,22.04,15.34,18.69,Normal,2,2,3,3.0,42,150.66,328.6716666666667,5864.97,7700.56,0,36547200.0,0.07,3.0,Consistent Weekly,Shopping,Online,Surging in Fitness,[2052228805142634],2052228805142634,1
USR129NG,False,False,False,6.66,0.42,3.54,Normal,1,1,3,3.0,51,72.11333333333333,4423.807058823529,128550.18,2962.7,0,25660800.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Hobbies,[1287970339524147],1287970339524147,1
USR401fn,False,False,False,2.72,0.4,1.56,Normal,1,1,3,3.0,57,151.1233333333333,496.71315789473687,5254.97,9993.36,0,26438400.0,0.05,3.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Medical/Dental,[7194223533689348],7194223533689348,1
USR297tJ,False,False,False,6.28,0.19,3.23,Normal,1,1,1,1.0,46,10.43,163.14739130434785,1352.38,5411.42,0,27388800.0,0.07,3.0,Single-Tasker,Travel,Mobile App,Surging in Groceries,[1672623079619382],1672623079619382,1
USR993dr,False,False,False,16.76,10.51,13.64,Normal,2,2,6,6.0,49,137.62166666666667,199.1004081632653,2007.67,5778.62,0,27734400.0,0.06,3.0,Consistent Weekly,Fitness,Mobile App,Surging in Friend Activities,[8463244674873742],8463244674873742,1
USR249de,False,False,False,1.17,0.12,0.65,Normal,1,1,2,2.0,47,48.085,408.1006382978723,4341.52,8508.63,0,26352000.0,0.06,3.0,Single-Tasker,Housing and Utilities,In-store,Surging in Subscriptions,[1197574185563696],1197574185563696,1
USR862eI,False,False,False,3.92,1.3,2.61,Normal,1,1,4,4.0,57,261.915,1061.3952631578948,38659.88,8441.66,0,25574400.0,0.05,3.0,Single-Tasker,Shopping,Online,Surging in Medical/Dental,[3209100814996365],3209100814996365,1
USR489ka,False,True,False,14.01,19.76,16.89,Normal,1,1,4,4.0,59,14858.745,1335.0576271186442,55633.78,1624.34,0,27475200.0,0.05,3.0,Single-Tasker,Shopping,Mobile App,Surging in Shopping,[1073907659342968],1073907659342968,1
USR936rw,False,False,False,8.55,2.23,5.39,Normal,1,3,4,4.0,48,91.2725,1133.274375,42304.21,8845.47,0,26006400.0,0.06,3.0,Healthy Active User,Shopping,Mobile App,Surging in Subscriptions,[5545303440124674],5545303440124674,1
USR981Is,False,False,False,4.14,1.16,2.65,Normal,1,1,2,2.0,45,2371.325,1243.545777777778,37620.04,8571.52,0,26352000.0,0.07,3.0,Single-Tasker,Shopping,Online,Surging in Shopping,[5749789658974242],5749789658974242,1
USR169XO,False,False,False,1.26,0.18,0.72,Normal,1,1,2,2.0,47,149.985,215.19936170212765,2748.21,2743.63,0,26092800.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Shopping,[2849192942495831],2849192942495831,1
USR885xH,False,False,False,1.92,0.18,1.05,Normal,1,1,2,2.0,59,648.69,308.2345762711864,5636.56,3129.45,0,25574400.0,0.05,3.0,Single-Tasker,Shopping,Online,Surging in Gifts,[2004535086897448],2004535086897448,1
USR104NK,False,False,False,7.43,0.63,4.03,Normal,1,2,4,4.0,54,353.8275,3066.394629629629,147600.24,3914.44,0,26697600.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Transportation,[1876789797618974],1876789797618974,1
USR828eU,False,False,False,18.64,0.46,9.55,Normal,1,3,5,5.0,52,632.9639999999999,3439.0225,166341.93,9956.68,0,26092800.0,0.06,3.0,Healthy Active User,Shopping,Online,Surging in Subscriptions,[9274394784838791],9274394784838791,1
USR689HM,False,False,False,10.26,0.11,5.19,Normal,1,1,3,3.0,52,1233.2066666666667,4530.632884615385,218911.5,1466.08,0,26611200.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Gifts,[5753119100760911],5753119100760911,1
USR654ba,False,False,False,37.92,9.48,23.7,Normal,3,3,5,5.0,52,329.526,5359.283461538462,204772.28,3200.28,0,26352000.0,0.06,3.0,Healthy Active User,Shopping,Mobile App,Surging in Food,[6569936517007880],6569936517007880,1
USR725fj,False,False,False,8.78,0.16,4.47,Normal,1,1,4,4.0,70,303.4425,1481.5665714285717,62099.21,6394.1,0,26092800.0,0.04,3.0,Single-Tasker,Shopping,Mobile App,Surging in Medical/Dental,[1309156750865545],1309156750865545,1
USR703am,False,False,False,5.67,0.74,3.2,Normal,1,2,5,5.0,46,467.166,280.28456521739133,1083.85,8073.91,0,26697600.0,0.07,3.0,Consistent Weekly,Medical/Dental,In-store,Surging in Gifts,[7344597357704186],7344597357704186,1
USR704Np,False,False,False,6.43,0.33,3.38,Normal,1,2,4,4.0,48,874.9175,2121.6616666666664,71736.42,805.08,0,26006400.0,0.06,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Groceries,[6847503815544676],6847503815544676,1
USR990wn,False,True,False,15.99,28.81,22.4,Normal,1,2,3,3.0,54,29043.49,1916.9657407407408,86982.19,4674.44,0,25660800.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Transportation,[5201228488286458],5201228488286458,1
USR557yC,False,False,False,1.68,0.8,1.24,Normal,1,2,3,3.0,51,388.82,242.1570588235294,1160.68,6598.85,0,26006400.0,0.06,3.0,Consistent Weekly,Fitness,Mobile App,Surging in Medical/Dental,[4424100999884660],4424100999884660,1
USR165jr,False,False,False,0.56,0.2,0.38,Normal,1,1,2,2.0,50,432.535,253.5422,2948.45,3688.09,0,25920000.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Transportation,[1120172210085340],1120172210085340,1
USR203qJ,False,False,False,3.58,0.41,2.0,Normal,1,1,3,3.0,63,55.64666666666667,949.2215873015872,44761.29,3792.35,0,26352000.0,0.05,3.0,Single-Tasker,Shopping,Mobile App,Surging in Subscriptions,[4394889498884221],4394889498884221,1
USR677Eb,False,False,False,5.55,0.84,3.19,Normal,1,1,3,3.0,52,672.6033333333334,2620.7136538461536,104101.2,1103.32,0,27043200.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Fitness,[3423390084100941],3423390084100941,1
USR848ei,False,False,False,5.54,0.13,2.84,Normal,1,1,3,3.0,40,97.49333333333334,1630.9615,57019.46,9593.09,0,26265600.0,0.08,3.0,Single-Tasker,Shopping,In-store,Surging in Hobbies,[8812883282142222],8812883282142222,1
USR718eU,False,False,False,2.52,1.09,1.8,Normal,1,2,2,2.0,47,42.24,360.9668085106383,5759.7,4254.8,0,25574400.0,0.06,3.0,Consistent Weekly,Housing and Utilities,Online,Surging in Subscriptions,[1703509542445537],1703509542445537,1
USR162th,False,False,False,9.62,2.07,5.85,Normal,1,3,4,4.0,51,409.1125,1268.758431372549,48135.64,9391.43,0,27734400.0,0.06,3.0,Healthy Active User,Shopping,Mobile App,Surging in Fitness,[4241269848227976],4241269848227976,1
USR279gH,False,False,False,0.58,0.22,0.4,Normal,1,1,2,2.0,47,41.515,310.73574468085104,4078.57,2110.52,0,26784000.0,0.06,3.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Hobbies,[9625783251295911],9625783251295911,1
USR066Hw,False,False,False,16.33,0.31,8.32,Normal,1,2,2,2.0,60,21.365,4362.008,237032.68,7126.93,0,26438400.0,0.05,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Groceries,[666689254107962],666689254107962,1
USR139QE,False,False,False,3.75,2.04,2.9,Normal,1,2,2,2.0,54,314.39,785.0957407407409,17942.38,9753.51,0,25574400.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Fitness,[580611751812643],580611751812643,1
USR317Xw,False,False,False,12.89,14.04,13.47,Normal,2,2,3,3.0,46,32.38666666666666,278.0878260869565,1821.45,9714.97,0,25660800.0,0.07,3.0,Consistent Weekly,Gifts,In-store,Surging in Subscriptions,[9109926126905843],9109926126905843,1
USR866Vy,False,False,False,6.54,0.86,3.7,Normal,1,1,2,2.0,43,9.265,2731.0432558139537,89270.65,892.06,0,26611200.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Groceries,[5680825864486263],5680825864486263,1
USR672oM,False,False,False,6.08,0.33,3.2,Normal,1,1,4,4.0,52,715.4449999999999,1964.4101923076923,86966.94,9184.34,0,27388800.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Fitness,[5274349177174725],5274349177174725,1
USR437KX,False,False,False,8.51,0.73,4.62,Normal,1,1,3,3.0,66,173.79333333333332,2660.013484848485,84697.66,9373.08,0,26438400.0,0.05,3.0,Single-Tasker,Shopping,Mobile App,Surging in Fitness,[8523595065041672],8523595065041672,1
USR415QQ,False,False,False,1.31,0.13,0.72,Normal,1,1,3,3.0,43,114.74666666666668,268.4981395348837,2161.63,7791.69,0,25747200.0,0.07,3.0,Single-Tasker,Personal Hygiene,Mobile App,Surging in Friend Activities,[8079726737611017],8079726737611017,1
USR332Yp,False,False,False,4.2,0.24,2.22,Normal,1,2,2,2.0,48,31.81,1475.0024999999998,56078.04,2504.65,0,27561600.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Personal Hygiene,[2849923410397004],2849923410397004,1
USR598Hk,False,False,False,5.48,0.27,2.88,Normal,1,1,2,2.0,50,1028.8300000000002,1941.2036,84850.45,9642.0,0,25574400.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Housing and Utilities,[4564786545467025],4564786545467025,1
USR726VM,False,False,False,3.4,0.08,1.74,Normal,1,1,2,2.0,49,135.26000000000002,1858.097142857143,51052.81,1148.22,0,27820800.0,0.06,3.0,Single-Tasker,Shopping,In-store,Surging in Medical/Dental,[9860410258164577],9860410258164577,1
USR059hG,False,False,False,1.38,0.05,0.72,Normal,1,1,2,2.0,46,68.96,287.26347826086953,2995.22,7646.76,0,25833600.0,0.07,3.0,Single-Tasker,Shopping,Online,Surging in Food,[8718671791689150],8718671791689150,1
USR843Yq,False,False,False,1.27,0.19,0.73,Normal,1,1,2,2.0,50,244.08,343.9458,5113.02,8460.73,0,27388800.0,0.06,3.0,Single-Tasker,Housing and Utilities,In-store,Surging in Shopping,[5296356624620250],5296356624620250,1
USR473tw,False,False,False,10.28,0.29,5.28,Normal,1,1,2,2.0,35,241.45,2315.7874285714283,72604.92,1171.82,0,26697600.0,0.09,3.0,Single-Tasker,Shopping,In-store,Surging in Food,[6184261160522297],6184261160522297,1
USR146jK,False,False,False,2.52,0.03,1.27,Normal,1,1,3,3.0,40,136.69333333333333,292.354,4164.41,4704.08,0,26870400.0,0.08,3.0,Single-Tasker,Shopping,Mobile App,Surging in Travel,[7259110723892288],7259110723892288,1
USR785nU,False,False,False,1.07,0.31,0.69,Normal,1,1,3,3.0,47,736.3933333333334,311.9855319148936,2374.18,6658.35,0,27648000.0,0.06,3.0,Single-Tasker,Gifts,Online,Surging in Gifts,[5647908738059733],5647908738059733,1
USR102Ib,False,False,False,27.44,2.91,15.18,Normal,1,2,3,3.0,49,53.883333333333326,10512.950612244897,278057.06,1427.52,0,26352000.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Hobbies,[1672339357676178],1672339357676178,1
USR350bh,False,False,False,5.7,0.75,3.22,Normal,1,1,4,4.0,38,263.73,232.30578947368423,961.73,3389.31,0,27475200.0,0.08,3.0,Single-Tasker,Medical/Dental,In-store,Surging in Food,[5624025645542408],5624025645542408,1
USR331Xb,False,False,False,3.09,0.12,1.61,Normal,1,1,3,3.0,42,571.2966666666666,1446.5692857142858,52325.26,9407.16,0,26784000.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Fitness,[8495387043163616],8495387043163616,1
USR723TN,False,False,False,0.64,0.02,0.33,Normal,1,1,3,3.0,54,52.0,290.9468518518518,2025.52,6470.11,0,25660800.0,0.06,3.0,Single-Tasker,Travel,In-store,Surging in Gifts,[5756995366242133],5756995366242133,1
USR395Ke,False,False,False,22.4,0.58,11.49,Normal,1,1,1,1.0,58,9.93,6330.366551724137,237483.15,4591.05,0,28080000.0,0.05,3.0,Single-Tasker,Shopping,Online,Surging in Food,[9256222811119772],9256222811119772,1
USR421oQ,True,True,True,45.75,23.0,34.37,Medium,2,2,4,4.0,53,48544.125,8054.62358490566,194038.15,1770.58,0,26697600.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Shopping,[4202420362708024],4202420362708024,1
USR698Vo,False,False,False,3.09,0.66,1.88,Normal,1,1,4,4.0,41,63.7775,312.3517073170732,6502.99,1979.69,0,27043200.0,0.07,3.0,Single-Tasker,Housing and Utilities,Online,Surging in Hobbies,[1043361745109634],1043361745109634,1
USR951HI,False,False,False,7.75,1.06,4.4,Normal,1,2,6,6.0,56,327.1383333333333,429.98785714285714,4892.41,7681.15,0,25660800.0,0.05,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Gifts,[3294169065588118],3294169065588118,1
USR495Vi,False,False,False,22.3,1.21,11.76,Normal,1,1,1,1.0,52,95.47,5908.235576923077,291770.06,6720.12,0,27216000.0,0.06,3.0,Single-Tasker,Shopping,In-store,Surging in Food,[6028934057594631],6028934057594631,1
USR466ol,False,False,False,6.77,0.16,3.47,Normal,1,1,3,3.0,44,693.13,1716.0125,57903.41,2258.55,0,30240000.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Fitness,[681925541759447],681925541759447,1
USR298ko,False,False,False,10.77,1.66,6.21,Normal,1,2,4,4.0,43,69.9425,4590.107441860465,100894.24,6073.33,0,27820800.0,0.07,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Subscriptions,[596778591342074],596778591342074,1
USR914Gc,False,True,False,22.46,29.31,25.88,Normal,1,3,3,3.0,52,29544.18333333333,1939.1251923076925,88178.1,4062.81,0,28771200.0,0.06,3.0,Healthy Active User,Shopping,Online,Surging in Shopping,[4820686598468822],4820686598468822,1
USR310Wm,False,False,False,19.65,0.65,10.15,Normal,1,2,3,3.0,55,377.93,5181.831636363636,271129.92,9217.51,0,27475200.0,0.05,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Travel,[2091804121926538],2091804121926538,1
USR199CW,False,False,False,8.12,1.04,4.58,Normal,1,2,6,6.0,54,398.66833333333335,739.5614814814815,16821.62,6009.97,0,26006400.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Groceries,[2946558595930254],2946558595930254,1
USR538ia,False,False,False,14.85,13.55,14.2,Normal,2,2,4,4.0,38,695.245,297.50131578947367,2395.57,9866.45,0,25574400.0,0.08,3.0,Consistent Weekly,Shopping,In-store,Surging in Shopping,[4794793466414815],4794793466414815,1
USR272Ng,False,False,False,8.67,0.33,4.5,Normal,1,1,5,5.0,47,58.438,1546.9595744680848,49941.02,8696.91,0,28684800.0,0.06,3.0,Single-Tasker,Shopping,In-store,Surging in Hobbies,[6442995379060004],6442995379060004,1
USR757AI,False,False,False,10.95,1.1,6.03,Normal,1,2,6,6.0,41,38.281666666666666,183.17365853658532,1764.2,1050.76,0,27388800.0,0.07,3.0,Consistent Weekly,Medical/Dental,Online,Surging in Shopping,[822184616482060],822184616482060,1
USR895fU,False,False,False,29.22,1.94,15.58,Normal,1,2,2,2.0,44,91.73,8698.476590909091,317197.82,6848.48,0,25833600.0,0.07,3.0,Consistent Weekly,Shopping,Online,Surging in Subscriptions,[2676493542007193],2676493542007193,1
USR009qR,False,False,False,4.49,0.19,2.34,Normal,1,1,1,1.0,54,19.72,414.8540740740741,6962.42,8095.09,0,25660800.0,0.06,3.0,Single-Tasker,Housing and Utilities,Online,Surging in Friend Activities,[2360682911426535],2360682911426535,1
USR197Mx,False,False,False,8.36,0.63,4.5,Normal,1,2,2,2.0,53,248.565,3665.7449056603778,125798.6,6747.75,0,27043200.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Friend Activities,[6997932965814504],6997932965814504,1
USR926hk,False,False,False,3.9,1.86,2.88,Normal,1,2,2,2.0,50,2380.965,488.014,6867.67,7687.82,0,26524800.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Friend Activities,[1433655511455988],1433655511455988,1
USR832EJ,False,False,False,6.13,1.22,3.67,Normal,1,2,4,4.0,53,449.1950000000001,2820.6866037735845,68982.29,8531.87,0,27820800.0,0.06,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Subscriptions,[8489335112982257],8489335112982257,1
USR803YO,False,False,False,7.59,1.03,4.31,Normal,1,2,4,4.0,53,430.505,2915.9464150943395,139125.95,4214.95,0,26006400.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Travel,[6714012310265196],6714012310265196,1
USR489hA,False,False,False,20.5,4.0,12.25,Normal,2,2,4,4.0,54,52.2025,3397.446481481481,171397.48,3133.67,0,25920000.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Subscriptions,[7975352599335891],7975352599335891,1
USR587rm,False,False,False,5.51,1.05,3.28,Normal,1,2,3,3.0,37,301.34,322.0424324324324,2218.78,3603.04,0,25660800.0,0.08,3.0,Consistent Weekly,Fitness,Online,Surging in Gifts,[8193956170168360],8193956170168360,1
USR103fp,False,False,False,34.69,2.36,18.52,Normal,1,3,9,9.0,53,228.95,6150.533396226416,171327.87,3238.99,0,26438400.0,0.06,3.0,Healthy Active User,Shopping,Mobile App,Surging in Gifts,[1736786131442588],1736786131442588,1
USR710BJ,False,False,False,22.7,1.42,12.06,Normal,1,1,3,3.0,42,449.29,7181.775,295387.25,1464.19,0,27302400.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Travel,[6000980453109455],6000980453109455,1
USR964lF,False,False,False,8.44,1.82,5.13,Normal,1,1,6,6.0,57,1319.7966666666666,466.3698245614036,7154.32,2503.87,0,27475200.0,0.05,3.0,Single-Tasker,Housing and Utilities,Online,Surging in Shopping,[8415044179987075],8415044179987075,1
USR901Hl,False,False,False,9.66,0.07,4.87,Normal,1,1,3,3.0,48,128.33666666666667,4887.409166666666,214910.5,2502.25,0,25747200.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Gifts,[3251441215462121],3251441215462121,1
USR157Ok,False,False,False,7.7,0.3,4.0,Normal,1,1,1,1.0,56,8.16,1199.4517857142855,58087.43,380.72,0,25660800.0,0.05,3.0,Single-Tasker,Shopping,Online,Surging in Food,[2171207643186722],2171207643186722,1
USR640RH,False,False,False,26.64,3.88,15.26,Normal,2,2,3,3.0,59,983.7366666666668,5347.913898305084,206258.18,9467.61,0,26697600.0,0.05,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Housing and Utilities,[1570228056750408],1570228056750408,1
USR953VW,False,False,False,7.31,1.14,4.23,Normal,1,1,2,2.0,45,247.445,3147.306888888889,94257.77,984.57,0,25833600.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Friend Activities,[5730630380168543],5730630380168543,1
USR155Ld,False,False,False,17.81,6.66,12.23,Normal,1,2,4,4.0,43,11534.8725,5003.338837209302,160789.58,6003.62,0,25920000.0,0.07,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Housing and Utilities,[9794651047068781],9794651047068781,1
USR979Po,False,False,False,4.51,0.94,2.72,Normal,1,1,2,2.0,44,869.96,247.37727272727275,1474.42,1827.89,0,29203200.0,0.07,3.0,Single-Tasker,Fitness,Mobile App,Surging in Gifts,[8642594610423557],8642594610423557,1
USR977PC,False,False,False,12.16,0.23,6.19,Normal,1,1,3,3.0,39,20.466666666666665,4105.607692307693,153334.39,6549.5,0,26352000.0,0.08,3.0,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene,[9363704747859931],9363704747859931,1
USR985cj,False,False,False,15.45,0.12,7.79,Normal,1,1,3,3.0,63,701.8466666666667,5432.480317460318,202656.54,8477.95,0,28339200.0,0.05,3.0,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene,[3915401555195700],3915401555195700,1
USR548Uw,False,False,False,9.88,0.01,4.95,Normal,1,1,2,2.0,53,592.735,3561.961320754717,175084.14,1546.46,0,27734400.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Travel,[5565304123593433],5565304123593433,1
USR321bf,False,False,False,4.03,0.4,2.21,Normal,1,1,2,2.0,38,294.08,667.7278947368421,4923.62,3529.41,0,27561600.0,0.08,3.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Gifts,[53529485970047],53529485970047,1
USR329IV,False,False,False,24.38,1.74,13.06,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.03,5.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[8329462018937927],8329462018937927,1
USR470Uv,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[7533070098837544],7533070098837544,1
USR557Nb,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[2684042369620013],2684042369620013,1
USR888CC,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[5127039742533735],5127039742533735,1
USR101Ec,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[354977089704960],354977089704960,1
USR277yT,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[2688976264342716],2688976264342716,1
USR890mz,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1713682000630580],1713682000630580,1
USR346Lq,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[1226830501098187],1226830501098187,1
USR587Gv,False,False,False,18.02,0.26,9.14,Normal,0,0,0,0.0,0,0.0,0.0,0.0,56302.06,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[9247735721127157],9247735721127157,1
USR542bK,False,False,False,10.32,0.26,5.29,Normal,0,0,0,0.0,0,0.0,0.0,0.0,6009.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[9415501525360974],9415501525360974,1
USR037Lk,False,False,False,12.42,18.46,15.44,Normal,0,0,0,0.0,0,0.0,0.0,0.0,12060.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[9172062937718400],9172062937718400,1
USR076aO,False,False,False,9.95,0.26,5.1,Normal,0,0,0,0.0,0,0.0,0.0,0.0,5020.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[7504294204576727],7504294204576727,1
USR542rd,False,False,False,24.15,1.81,12.98,Normal,1,1,7,7.0,145,-41.87714285714286,-62.70041379310344,89.4,110.0,0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation,[5335839823532000],5335839823532000,1
USR628FF,False,False,False,8.47,0.26,4.37,Normal,1,1,3,3.0,49,5.5200000000000005,10.091836734693878,25.0,210.0,0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[6866188988230377],6866188988230377,1
USR981sU,False,False,False,9.3,0.26,4.78,Normal,1,1,2,2.0,24,1000.0,1000.0,1000.0,1000.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[5300673133886394],5300673133886394,1
USR138nO,False,False,False,25.0,2.71,13.86,Normal,1,5,7,7.0,144,665.2857142857143,692.8333333333334,2078.5,410.0,0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance,[8779921639369214],8779921639369214,1
USR352dx,False,False,False,24.84,15.08,19.96,Normal,1,1,2,2.0,24,5850.0,5850.0,5850.0,43200.0,0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance,[7701331840682174],7701331840682174,1
USR465JE,False,False,False,14.78,13.6,14.19,Normal,0,0,0,0.0,0,0.0,0.0,0.0,320.76,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[3220460875328937],3220460875328937,1
USR637Ps,False,False,False,15.97,3.5,9.74,Normal,0,0,0,0.0,0,0.0,0.0,0.0,23631.9805,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[3839065158656776],3839065158656776,1
USR958Ub,False,False,False,20.79,0.26,10.52,Normal,0,0,0,0.0,0,0.0,0.0,0.0,65262.0,0,0.0,0.0,0.0,Low Activity/Trial,,,No Data,[5660503857241281],5660503857241281,1
