user_id,email,password,full_name,phone_number,plaid_access_token,plaid_item_id,is_active,account_id
USR401gL,jrogers@hotmail.com,D4BAXPkN_0,Christopher Patel,5606778695787,none,none,True,0215253618305302
USR277dW,carolwilliams@gmail.com,m#mnTrTo_7D,Daniel Hughes,2447159984110,none,none,False,9369893668505940
USR514qc,william32@hotmail.com,k91@UZU3#@,Sean Torres,4305206182630,none,none,True,2063414878712931
USR259ou,christophersnyder@gmail.com,!eHC5JSr7i)X,Michael Ross,6402341966303,none,none,True,8485808463381494
USR340wo,cwang@gmail.com,%HCHnFxw4+f@,Kayla Solomon,5500868847091,none,none,True,1198953315766337
USR471zI,kzavala@gmail.com,&RFP_j*r%6a,Courtney Gamble,7743801879521,none,none,False,3822805229673985
USR514Mj,bestrada@gmail.com,#2OpW0OV,Mark Marquez,3157880672573,none,none,True,7019266951689704
USR486wN,jensenrobert@yahoo.com,o_IxXXg&$93,Christina Lopez,5185180968212,none,none,False,3078405587064632
USR707cn,hbaldwin@yahoo.com,Q(%t1pLg,Mark Fuentes,8694533175044,none,none,True,7989562485424445
USR229Pm,claudiafields@yahoo.com,_Y6Gg&!f,Carmen Webb,8639884810245,none,none,True,4336935723507081
USR844Zm,elizabethchapman@yahoo.com,C1b$9Pxk&TIu,Joanna Thompson,6565138625449,none,none,False,3531198008211877
USR001ul,christopher56@hotmail.com,0$vkEAbj4(O9,Scott Conway,3073577538550,none,none,False,2072980663691903
USR333eC,marydoyle@gmail.com,*0Y&Dp9I+q7),Donna Francis,8402400267452,none,none,False,0696290108317009
USR964ub,evansclaudia@hotmail.com,@40pte#R^3SQ,Stacey Bartlett,3334586248158,none,none,False,5326666390096885
USR827NH,hardybrian@gmail.com,!7yJesG^s,Susan Long,8788983428667,none,none,False,0210381283745659
USR871gH,nguyenleah@yahoo.com,^+!Y6XBps1M,Alexander Barnes,1291806995936,none,none,False,5753541542331337
USR704Hs,aingram@yahoo.com,&9KCHxi%,Jodi Johnson,6185528918388,none,none,True,7402124834064455
USR566Ig,williamscharles@gmail.com,eH!Q_1Dh24,Mrs. Sarah Johnson,8905881126087,none,none,False,7651711661469655
USR272eU,marcussandoval@yahoo.com,z3J+1nXyxI,Corey Harris,7794771203306,none,none,True,8198130121675443
USR971nl,mirandafrazier@gmail.com,#6nHnxmT,Taylor Poole,127108560911,none,none,True,0187004967010284
USR575ro,villalogan@hotmail.com,^*2%JAsM_jZ,Ronnie Berger,613342924189,none,none,False,6493126112374698
USR464Az,william38@yahoo.com,m^$0&Ius,Krystal Johnston,2106987285321,none,none,False,0028196213715029
USR264Ys,anthonyhamilton@yahoo.com,SKJMdEBa_k1,Ian Reyes,2317410526627,none,none,False,3296804033846165
USR263pz,walkerjoseph@yahoo.com,ZjeaotN0Q_c,Ryan Baker,3718951660881,none,none,True,9742732280297836
USR840Il,robertsjacob@hotmail.com,$@6Qt7(ar,Bobby Dunn,6118727686197,none,none,True,9457973740993925
USR950fn,andersonkendra@hotmail.com,e@GY5NxK,Patrick Daniel,8884556439817,none,none,False,6486997796023848
USR562FO,jennifer63@gmail.com,ihef0Im#&28,Jason Osborn,9199885858356,none,none,False,1523804154543348
USR214bO,stephaniewalker@yahoo.com,J$8VNFLw,Lori Salas,2734168759223,none,none,False,6602979340390607
USR355WP,richardcollins@hotmail.com,2RK8XvaE)7yK,David George,427528621145,none,none,False,0879213559413477
USR707rn,brockcrystal@hotmail.com,CT0Yt4EU+k,Vincent Coleman,8290401581090,none,none,False,7961352091519956
USR229Dn,albert87@gmail.com,78PbR$yL*@M,Angie Wong,4676041102531,none,none,False,1937337834166716
USR194uB,pooleconnie@hotmail.com,tRZY8vKtN+3,Beth Lopez,5164522137998,none,none,True,1176602273144749
USR071ef,beverlygordon@yahoo.com,9_J(dkyN@,Angela Jones,6929884205147,none,none,True,1678562489917154
USR998yq,sanchezmichael@yahoo.com,%KLlmjp15Ev,Rachel Beasley,1453771364078,none,none,False,2151867961125077
USR869qe,tarasnyder@hotmail.com,6_LOD!fE(7J,Meagan Hamilton,2690203909257,none,none,True,6181856845425308
USR024KD,andreaboyle@hotmail.com,$6BmpYSP,Victor Stephens,2514913983698,none,none,True,2633347958766607
USR661QD,mariahsexton@hotmail.com,!^9Y%Abf,Edwin Wells,1479558111817,none,none,True,7504141785861895
USR006To,robertocarrillo@gmail.com,)4CMAhA),Shawn Nguyen,8805772078017,none,none,False,7595805029500185
USR785BT,joseph07@hotmail.com,J@l1$7Wh@,Adam Quinn,4705105971987,none,none,True,4550933692066212
USR154xS,colonkathy@yahoo.com,(@l2AQgCM8,Tammy Singh,5294148122410,none,none,True,6043049788919471
USR273gg,jacquelinesmith@gmail.com,%5a1gKHoH4Q,Jacob Green,2946853590781,none,none,True,1283166173158353
USR507pL,sullivanrenee@yahoo.com,%WjrDeF66p,Heather Jones,988890238468,none,none,False,6009507956600498
USR305BD,wdavis@yahoo.com,&O5oRHyV,Jeffrey Mcgee,5339941502289,none,none,False,1795115276661323
USR002SI,tmcguire@yahoo.com,V_1+UCPp*,Marcus Scott,4201268518560,none,none,True,2535382260794098
USR718AA,crose@hotmail.com,6#aXkbyV_r,Olivia Gutierrez,461300388483,none,none,True,7210436570635510
USR779vk,melissa67@hotmail.com,$7ZRBJdu,Mary Murphy,2701190291921,none,none,True,3820254180235229
USR738SY,xharris@yahoo.com,2NWGFvoG)ur,Jennifer Simpson,5534365520289,none,none,False,7844100699610608
USR722lH,pwilson@yahoo.com,@12k)AhouXR,Gregory Brown,6800025852555,none,none,True,3940692650027098
USR525Mo,owalton@yahoo.com,f^rIp6c3vt2),Amanda Stephens,8070406881576,none,none,False,5816057104402398
USR664JN,stephanie82@yahoo.com,_3Ihf6PZNmX,Kenneth Cochran,3383950493613,none,none,True,6994701648739586
USR281jP,matthew30@gmail.com,@349GvHxuaO,Ana Roberts,4146492057885,none,none,False,8797569966313978
USR143dp,bnguyen@yahoo.com,h9^HViX1%W8,Marilyn Mckinney,5575279584976,none,none,False,9930706642522650
USR101Wd,davidcooper@gmail.com,%n%tt0E8xV9E,William Hoffman,2268823262014,none,none,True,0646336222041931
USR926eP,briangreen@yahoo.com,%GI$5_Dke,Arthur Cook,9977492736088,none,none,True,4445817876412457
USR671AL,palmerduane@hotmail.com,(3RH3her7oW,Victoria Koch,3538119588299,none,none,True,4859792422506193
USR032gM,erinhancock@hotmail.com,H!9Kc!$n&0,Kathleen Washington,8327247186910,none,none,False,2198777834273947
USR510PJ,pattersontiffany@yahoo.com,V)#8%LiJ,Melvin Bell,1656601906990,none,none,True,6327975332103420
USR681MW,qgay@gmail.com,*7VfbZN5l,Melvin Oneill,1010759040649,none,none,True,9613311253817893
USR550Li,crystalrichardson@hotmail.com,U^dhnO3TXn3,Denise Pearson,6158046174140,none,none,True,0557337581354939
USR313wr,christopher14@yahoo.com,^1L2Kj*L,Timothy Pineda,2453591390152,none,none,True,0059301204861549
USR103Aa,zbeltran@gmail.com,cS%T1Pett,Connor Flores,1742090952008,none,none,False,2399458296031060
USR905Io,sandraroy@hotmail.com,^LT@8A_h7leH,Kristen Boyd,9323261638376,none,none,False,2652426453006440
USR803MW,roypamela@hotmail.com,ok7_^9Cz,Michael Webb,5991479437415,none,none,True,7444931932683187
USR739hH,huntsamuel@gmail.com,v(CjLSCt4ns0,Angela Ball,4933282968138,none,none,True,4990228615827169
USR888gq,joannehill@yahoo.com,ndO)@w@3Xu8V,Samuel Cantrell,7054809784837,none,none,True,3507827578780225
USR594QR,rpittman@yahoo.com,b*9WImYw,Jessica Vargas,4216667254793,none,none,True,3296688946946025
USR724hb,christopherjones@hotmail.com,H8OU72kN#,Dana Rogers,4367319551305,none,none,True,5110063386224117
USR298fI,johnsonkarl@gmail.com,*9EVLbHE!%3,Christina Farley,6798511841258,none,none,False,5327573936436020
USR365gu,carlos42@yahoo.com,#j)8IdsoF+L,Bailey Moore,1322916038760,none,none,True,1578443599189599
USR896rm,gwilkinson@hotmail.com,o0vxz&+i(jX*,Joe Williams,2812411765984,none,none,False,8841660311519964
USR577jk,robert40@gmail.com,U52ZHO%i#^,Anne Potts,8278085068498,none,none,True,5296515033857715
USR331cF,jacob97@gmail.com,m8NHqyXm#K,David Vaughn,6815666533409,none,none,True,2666404859876306
USR163SC,smithangela@gmail.com,g^(3NhtJ,Peter Davis,5533415710362,none,none,False,1113145117305092
USR899td,bakermichelle@gmail.com,%@5MUsJox,Juan Soto,5514978481424,none,none,False,5131634906844910
USR465ID,adrian07@yahoo.com,0^%2RPaH3,Michele Nelson,5659396217568,none,none,False,8700910496404136
USR783VD,megan98@hotmail.com,&4Q2Mxou,Karen Lawrence,3036834039437,none,none,True,4515603107701587
USR174bk,traci45@yahoo.com,#341LJi),Jon Pacheco,3384158571811,none,none,True,2289245983297431
USR673Ud,laurawolfe@hotmail.com,!%JL*zegE63,Billy Murphy,8883106892330,none,none,True,3665809445377159
USR554bC,stephanie39@yahoo.com,9&XG(KyG5l7,Andrea Reid,5245992998633,none,none,False,9749369644991904
USR530Nq,david85@hotmail.com,kJ@!h0Kw,Melanie Hill,5545513044934,none,none,True,2453670144577036
USR451il,kimberlygarner@yahoo.com,%_ZCQzoX5,Cody Thompson,7311935859758,none,none,True,3817672132399883
USR974tj,kimwatkins@yahoo.com,dvT1KEFmmI$X,Omar Zimmerman,7990054845256,none,none,False,9304708597857449
USR058Df,ericadavis@gmail.com,z4wgPf16z%3,Kelly Martin,1852972550764,none,none,True,2119813250889144
USR971rW,kristy26@hotmail.com,*8@SLiCp,Dennis Mayer,4007473021821,none,none,True,3955297428706598
USR853pE,donald36@yahoo.com,4A&OofWp$y^,Erik Davis,4043284303801,none,none,False,1081306276880209
USR530od,jamessuarez@yahoo.com,a3Q91JQi^q,Christopher Marsh,2736368601171,none,none,True,2107363910776935
USR797BB,kennethgonzalez@yahoo.com,&+9&Ognw,John Lee,512547459029,none,none,False,4411584653276646
USR525OW,cooperryan@yahoo.com,ue&1%BdE,Jill Lee,6388450289690,none,none,False,1355033567547431
USR017aL,hollycampbell@hotmail.com,+IN6#Rf631,Patrick Thompson,5376523138876,none,none,True,4916050943390846
USR087Jg,derekwilliams@gmail.com,3w2IXpp%_$,Stacey Stewart DDS,7779711084137,none,none,True,9482376481652407
USR116fM,gsmith@gmail.com,ck)U71Er_,Benjamin Sanchez,9132381333331,none,none,True,0909128744072065
USR104pB,kenneth83@yahoo.com,&_1HJfjpA),Dana Clark,3155980279110,none,none,True,3827033942254075
USR799Rk,nicole06@yahoo.com,$8Ss^Pmyi3wT,Jerry Wood,7118914861964,none,none,False,1399053480162906
USR278dn,gstafford@hotmail.com,@8Im74EJ8E,Nathaniel Boyer,6074089934166,none,none,False,5495666411578429
USR239qk,cory30@gmail.com,R39*Yi2n%,Scott Rosales,8869707361677,none,none,True,2657412332291008
USR556Wi,wileybrent@hotmail.com,!^g5LBe_H05,William Johnson,8907211459348,none,none,True,5263026712384091
USR872Ih,ylong@gmail.com,%ZSg^XA+70ia,Chris Shelton,2632680835124,none,none,True,7540373052583321
USR679Eq,nwilson@gmail.com,w*)t7M4l2,Alan Cabrera,2131684124821,none,none,False,2554609614776567
USR163rM,tayloranthony@gmail.com,nR)8JjSIGQJ,Carol Smith,2287127339640,none,none,True,6928530045843619
USR857OT,melissa62@gmail.com,^1kC)MuIhb5S,Tina Parker,7993225419659,none,none,False,4981598812761515
USR398Px,ipeterson@hotmail.com,(0PkH9Zi,Jacob Harrison,4034169698359,none,none,False,5444480661467789
USR149Et,george16@gmail.com,0(152Uy$$X2k,Lisa Bowen,177299103105,none,none,False,1383380953513078
USR342cz,harrisamanda@hotmail.com,&8%7Bb*ofNC%,Nicholas Palmer,4087636010159,none,none,False,3825238525925817
USR739UP,tritter@hotmail.com,Q54Qd7*t)!,Erica James,4780095791405,none,none,True,4556349551117200
USR354Rs,justin98@gmail.com,qe6CCUK%n_,Joshua Ramos,3760683870328,none,none,False,0086517230141686
USR698Qr,barry03@gmail.com,i73GfpPEO2P!,Stephen Gonzales,4682152025453,none,none,True,6110863183815734
USR992ZI,ralphrose@gmail.com,%9!IFdn&cpN,Ryan Parks,5821464999665,none,none,False,6919845120865469
USR352pI,mbishop@hotmail.com,QaHp!4Ci%9,Natalie Lara,8373469374672,none,none,True,2056328946936910
USR227ai,deanna06@gmail.com,2b8$tG2X$!,Becky Vargas,8772067477961,none,none,False,1569588704562906
USR086qQ,robert24@gmail.com,y%8etWnQ,Stephen Gordon,1391057680011,none,none,True,7658419913220552
USR592MJ,palmerjoseph@hotmail.com,@X0YdqaF(5,Amanda Henderson,9212869239332,none,none,True,4193736670373485
USR163vx,michaelwilson@hotmail.com,Q@3oFRp^i,Christopher Martinez,3680753483999,none,none,True,6370169824298612
USR970wx,jennifer17@yahoo.com,!8hlHiw_,Nicole Fox,3562499681022,none,none,True,8398231875259772
USR000Ux,dmedina@gmail.com,#6^VQHlh,Meghan Bean,4029538659932,none,none,True,3735199680059000
USR149vb,wilsonmary@hotmail.com,U%V3QPYl,Janet Hawkins,9160818098954,none,none,True,4343996146245764
USR208yg,ogarner@yahoo.com,K9RvM7qh#i,Victor Le,6471047203412,none,none,False,9558846592264302
USR463UE,rwilson@gmail.com,+18DJvUn&E6,Cody Anderson,3703120497077,none,none,False,8565222433079516
USR980UY,john77@gmail.com,+0(t5Y(tz87,Rose Hunt,8471926191721,none,none,False,8659550460875009
USR673YB,rebeccamatthews@yahoo.com,+G4#C3pKwn6t,Anne Stone,7910888857266,none,none,False,5459887537647042
USR829qO,dgonzalez@gmail.com,1YY96qhf&,Ronald Valdez,2359480843202,none,none,True,8363286485793800
USR989QU,briantaylor@gmail.com,J%aVkuWkGe8J,David Brown,1122617778829,none,none,True,4838046973323902
USR844Xx,perezallison@hotmail.com,+qklXRy)6vIz,Ricardo Castillo,4207224412089,none,none,True,2823081132600016
USR338ns,pollardkathleen@hotmail.com,P)60WTs^(T,Sandra Stone,2496923056001,none,none,True,8364950573806945
USR526MW,beanrachel@gmail.com,%10Y%pH%0b0,Nathan Jimenez,8711924710805,none,none,True,7933048680356660
USR667ih,colin91@gmail.com,@1Ndal)ZVDg,Rachel Brooks,4828804106547,none,none,True,1375306207803502
USR310Mk,brittneyatkins@gmail.com,&8QShslPxt,Danielle Thomas,1093462521958,none,none,False,3957989470967012
USR235aH,tsmith@yahoo.com,n2vtXW&l_ijn,Dean Price,2655070375034,none,none,True,1798168692540359
USR218kF,stephanie78@hotmail.com,6^0He#rrz,Janet Bryant,5296472185156,none,none,False,8176258203260627
USR900TT,loweapril@yahoo.com,S8g9fVnm_,James Mays,1290710631594,none,none,True,3245077093990702
USR978oc,bassnicholas@hotmail.com,Cp7J8lD2&%uZ,Laura Johnson,4153564054229,none,none,False,8923284005861578
USR841fP,nancyclark@gmail.com,)44DkM(e,Timothy Shields,3073227445452,none,none,True,7844477604262651
USR526Ci,vickigillespie@gmail.com,3!U4E5Cw^8%E,Ashley White,3962884398811,none,none,True,9917427141037396
USR257qy,hbrown@gmail.com,y4Y*PG!#+o,Kevin Elliott,497320047709,none,none,True,0670339298401581
USR748ZE,schavez@yahoo.com,m@R+rguqAY4,Benjamin Torres,6117869123071,none,none,False,1419519482145888
USR755DK,melissa99@hotmail.com,po^#3Me@DW,Taylor Harris,773907836896,none,none,True,7054344875302522
USR495mL,katherine60@hotmail.com,aT5+1iNqKL,Benjamin Silva,4671808044355,none,none,True,0078958334436308
USR170FQ,jeffery67@hotmail.com,QZgs+Ham$Do0,Tanya Valencia,895370220406,none,none,False,4099662377712878
USR614yH,patrick15@gmail.com,&*n3YD#u,Emily Carter,5657426735712,none,none,True,7577161117778093
USR885po,eblair@hotmail.com,HD$Qh^7+p51,Sharon Rush,9456877469670,none,none,False,1222787317676291
USR733gw,davidellis@gmail.com,y0DtNvWc%482,Chloe Stout,2765285610591,none,none,False,9650043164794435
USR329uU,fweeks@gmail.com,_g1bTYs0r+,Jennifer Wright,2636460179509,none,none,True,1076803272100074
USR747HD,brittany94@hotmail.com,$9@(4iEp+BP,Michelle Pena,1985284608381,none,none,True,2924061196412639
USR831lM,wtucker@yahoo.com,8z_7Yl2GGSop,Robert Watson,3795252996024,none,none,True,5465886220234366
USR493ow,kirstenrobertson@yahoo.com,IE&3EBxO!,Cheryl Wilson,6488895689846,none,none,True,4177499693018418
